THE_DELTA_T_HPT,THE_DELTA_T_HPT,THE_DELTA_T_HPT,THE_DELTA_T_HPT,THE_DELTA_T_HPT,PR_HPC,THE_DELTA_T_HPT,PR_HPC_RMS,THE_DELTA_T_HPT,PR_HPC_RMS
-0.34989028734965727,-0.34989028734965727,-0.34989028734965727,-0.34989028734965727,-0.34989028734965727,11.765140489592575,-0.34989028734965727,11.154092325305376,-0.34989028734965727,11.154092325305376
-0.34713456679034427,-0.34713456679034427,-0.34713456679034427,-0.34713456679034427,-0.34713456679034427,11.6737062298927,-0.34713456679034427,11.168076112877532,-0.34713456679034427,11.168076112877532
-0.33838387439803125,-0.33838387439803125,-0.33838387439803125,-0.33838387439803125,-0.33838387439803125,11.388857065548835,-0.33838387439803125,11.17379165687013,-0.33838387439803125,11.17379165687013
-0.33996181978455203,-0.33996181978455203,-0.33996181978455203,-0.33996181978455203,-0.33996181978455203,11.000867950845064,-0.33996181978455203,11.169501192226994,-0.33996181978455203,11.169501192226994
-0.3434001682354938,-0.3434001682354938,-0.3434001682354938,-0.3434001682354938,-0.3434001682354938,10.947094473212514,-0.3434001682354938,11.164129353109983,-0.3434001682354938,11.164129353109983
-0.34443932680925915,-0.34443932680925915,-0.34443932680925915,-0.34443932680925915,-0.34443932680925915,10.949538231539663,-0.34443932680925915,11.159067997667485,-0.34443932680925915,11.159067997667485
-0.33709975117456403,-0.33709975117456403,-0.33709975117456403,-0.33709975117456403,-0.33709975117456403,10.698047349100301,-0.33709975117456403,11.14856311244094,-0.33709975117456403,11.14856311244094
-0.35218509805532583,-0.35218509805532583,-0.35218509805532583,-0.35218509805532583,-0.35218509805532583,11.854929126732552,-0.35218509805532583,11.165113179717071,-0.35218509805532583,11.165113179717071
-0.3490899900311825,-0.3490899900311825,-0.3490899900311825,-0.3490899900311825,-0.3490899900311825,11.743474957502185,-0.3490899900311825,11.17829077172626,-0.3490899900311825,11.17829077172626
-0.3415846865754068,-0.3415846865754068,-0.3415846865754068,-0.3415846865754068,-0.3415846865754068,11.448625285237084,-0.3415846865754068,11.184237089779616,-0.3415846865754068,11.184237089779616
-0.3411620691064082,-0.3411620691064082,-0.3411620691064082,-0.3411620691064082,-0.3411620691064082,11.031581329614541,-0.3411620691064082,11.181010795788557,-0.3411620691064082,11.181010795788557
-0.33022074089480513,-0.33022074089480513,-0.33022074089480513,-0.33022074089480513,-0.33022074089480513,10.581377874277416,-0.33022074089480513,11.168846806378296,-0.33022074089480513,11.168846806378296
-0.32812726121011004,-0.32812726121011004,-0.32812726121011004,-0.32812726121011004,-0.32812726121011004,10.513869511315267,-0.32812726121011004,11.155864316124854,-0.32812726121011004,11.155864316124854
-0.3270187638238061,-0.3270187638238061,-0.3270187638238061,-0.3270187638238061,-0.3270187638238061,10.48193226727549,-0.3270187638238061,11.142785134251989,-0.3270187638238061,11.142785134251989
-0.3528184578991742,-0.3528184578991742,-0.3528184578991742,-0.3528184578991742,-0.3528184578991742,11.854331039460725,-0.3528184578991742,11.157173188790969,-0.3528184578991742,11.157173188790969
-0.34937558902968596,-0.34937558902968596,-0.34937558902968596,-0.34937558902968596,-0.34937558902968596,11.745833958570856,-0.34937558902968596,11.168786180846906,-0.34937558902968596,11.168786180846906
-0.3386305584879988,-0.3386305584879988,-0.3386305584879988,-0.3386305584879988,-0.3386305584879988,11.390674391914175,-0.3386305584879988,11.17301353775163,-0.3386305584879988,11.17301353775163
-0.34063367510628184,-0.34063367510628184,-0.34063367510628184,-0.34063367510628184,-0.34063367510628184,11.010342308246765,-0.34063367510628184,11.170022636692615,-0.34063367510628184,11.170022636692615
-0.35760475106315254,-0.35760475106315254,-0.35760475106315254,-0.35760475106315254,-0.35760475106315254,11.069933038219824,-0.35760475106315254,11.168210832129203,-0.35760475106315254,11.168210832129203
-0.35760273151819494,-0.35760273151819494,-0.35760273151819494,-0.35760273151819494,-0.35760273151819494,11.015867977391254,-0.35760273151819494,11.165508651322286,-0.35760273151819494,11.165508651322286
-0.3393770715952072,-0.3393770715952072,-0.3393770715952072,-0.3393770715952072,-0.3393770715952072,10.473645673396026,-0.3393770715952072,11.153740562467918,-0.3393770715952072,11.153740562467918
-0.340597634619599,-0.340597634619599,-0.340597634619599,-0.340597634619599,-0.340597634619599,10.487963735512881,-0.340597634619599,11.142598679905804,-0.340597634619599,11.142598679905804
-0.3510417729147969,-0.3510417729147969,-0.3510417729147969,-0.3510417729147969,-0.3510417729147969,11.791722284611344,-0.3510417729147969,11.153915497229493,-0.3510417729147969,11.153915497229493
-0.3481822334548708,-0.3481822334548708,-0.3481822334548708,-0.3481822334548708,-0.3481822334548708,11.689069694798736,-0.3481822334548708,11.163044965846534,-0.3481822334548708,11.163044965846534
-0.3360246673775692,-0.3360246673775692,-0.3360246673775692,-0.3360246673775692,-0.3360246673775692,11.337377033488279,-0.3360246673775692,11.165924812901965,-0.3360246673775692,11.165924812901965
-0.3430156585016111,-0.3430156585016111,-0.3430156585016111,-0.3430156585016111,-0.3430156585016111,11.11367470922716,-0.3430156585016111,11.165084009415304,-0.3430156585016111,11.165084009415304
-0.33659210831980957,-0.33659210831980957,-0.33659210831980957,-0.33659210831980957,-0.33659210831980957,10.493062492724412,-0.33659210831980957,11.15473322455248,-0.33659210831980957,11.15473322455248
-0.3518810965604188,-0.3518810965604188,-0.3518810965604188,-0.3518810965604188,-0.3518810965604188,11.041872345798856,-0.3518810965604188,11.152978556400457,-0.3518810965604188,11.152978556400457
-0.3350921235455827,-0.3350921235455827,-0.3350921235455827,-0.3350921235455827,-0.3350921235455827,10.527762281473757,-0.3350921235455827,11.143625526692581,-0.3350921235455827,11.143625526692581
-0.3350161582399389,-0.3350161582399389,-0.3350161582399389,-0.3350161582399389,-0.3350161582399389,10.519868760561627,-0.3350161582399389,11.134435379736255,-0.3350161582399389,11.134435379736255
-0.3531489400810191,-0.3531489400810191,-0.3531489400810191,-0.3531489400810191,-0.3531489400810191,11.882356035198054,-0.3531489400810191,11.145967322297635,-0.3531489400810191,11.145967322297635
-0.3500076869086853,-0.3500076869086853,-0.3500076869086853,-0.3500076869086853,-0.3500076869086853,11.776849145937483,-0.3500076869086853,11.155503483270605,-0.3500076869086853,11.155503483270605
-0.3422715919363098,-0.3422715919363098,-0.3422715919363098,-0.3422715919363098,-0.3422715919363098,11.49829050334055,-0.3422715919363098,11.160546598567567,-0.3422715919363098,11.160546598567567
-0.342256403214651,-0.342256403214651,-0.342256403214651,-0.342256403214651,-0.342256403214651,11.093402263901115,-0.342256403214651,11.159590238205622,-0.342256403214651,11.159590238205622
-0.3513790023537266,-0.3513790023537266,-0.3513790023537266,-0.3513790023537266,-0.3513790023537266,11.014703047043454,-0.3513790023537266,11.157562636521122,-0.3513790023537266,11.157562636521122
-0.3515073979308241,-0.3515073979308241,-0.3515073979308241,-0.3515073979308241,-0.3515073979308241,11.021452221648866,-0.3515073979308241,11.155683586439515,-0.3515073979308241,11.155683586439515
-0.3413817781287621,-0.3413817781287621,-0.3413817781287621,-0.3413817781287621,-0.3413817781287621,10.706667090943801,-0.3413817781287621,11.149654833659024,-0.3413817781287621,11.149654833659024
-0.33855923518676145,-0.33855923518676145,-0.33855923518676145,-0.33855923518676145,-0.33855923518676145,10.618700461611507,-0.33855923518676145,11.142648413836836,-0.33855923518676145,11.142648413836836
-0.3511250795493694,-0.3511250795493694,-0.3511250795493694,-0.3511250795493694,-0.3511250795493694,11.813688394511216,-0.3511250795493694,11.151861217086454,-0.3511250795493694,11.151861217086454
-0.34839119401910046,-0.34839119401910046,-0.34839119401910046,-0.34839119401910046,-0.34839119401910046,11.720097371186013,-0.34839119401910046,11.159525862273364,-0.34839119401910046,11.159525862273364
-0.3390228795003527,-0.3390228795003527,-0.3390228795003527,-0.3390228795003527,-0.3390228795003527,11.41279731143218,-0.3390228795003527,11.16285193174141,-0.3390228795003527,11.16285193174141
-0.34154752017930795,-0.34154752017930795,-0.34154752017930795,-0.34154752017930795,-0.34154752017930795,11.043767582749354,-0.34154752017930795,11.161333249483759,-0.34154752017930795,11.161333249483759
-0.35165308617598157,-0.35165308617598157,-0.35165308617598157,-0.35165308617598157,-0.35165308617598157,10.974339412685106,-0.35165308617598157,11.158985820152774,-0.35165308617598157,11.158985820152774
-0.3515187346729662,-0.3515187346729662,-0.3515187346729662,-0.3515187346729662,-0.3515187346729662,10.969987404313173,-0.3515187346729662,11.15664310056237,-0.3515187346729662,11.15664310056237
-0.3389596185317797,-0.3389596185317797,-0.3389596185317797,-0.3389596185317797,-0.3389596185317797,10.61339748945511,-0.3389596185317797,11.150097728705985,-0.3389596185317797,11.150097728705985
-0.3395527694279245,-0.3395527694279245,-0.3395527694279245,-0.3395527694279245,-0.3395527694279245,10.650452359221681,-0.3395527694279245,11.144139422065324,-0.3395527694279245,11.144139422065324
-0.3531091920294728,-0.3531091920294728,-0.3531091920294728,-0.3531091920294728,-0.3531091920294728,11.843910719198824,-0.3531091920294728,11.152831713853567,-0.3531091920294728,11.152831713853567
-0.34980115147323304,-0.34980115147323304,-0.34980115147323304,-0.34980115147323304,-0.34980115147323304,11.737307710386517,-0.34980115147323304,11.159969799095052,-0.34980115147323304,11.159969799095052
-0.3433401107079799,-0.3433401107079799,-0.3433401107079799,-0.3433401107079799,-0.3433401107079799,11.41991817049069,-0.3433401107079799,11.163063203906338,-0.3433401107079799,11.163063203906338
-0.3459005523952209,-0.3459005523952209,-0.3459005523952209,-0.3459005523952209,-0.3459005523952209,11.143529798086954,-0.3459005523952209,11.162836267694976,-0.3459005523952209,11.162836267694976
-0.32848653340089085,-0.32848653340089085,-0.32848653340089085,-0.32848653340089085,-0.32848653340089085,10.557243058579964,-0.32848653340089085,11.156062186549269,-0.32848653340089085,11.156062186549269
-0.32440854859279356,-0.32440854859279356,-0.32440854859279356,-0.32440854859279356,-0.32440854859279356,10.425818839368068,-0.32440854859279356,11.14803266574562,-0.32440854859279356,11.14803266574562
-0.32036931692287435,-0.32036931692287435,-0.32036931692287435,-0.32036931692287435,-0.32036931692287435,9.923686646346544,-0.32036931692287435,11.135023801586867,-0.32036931692287435,11.135023801586867
-0.3417356343331836,-0.3417356343331836,-0.3417356343331836,-0.3417356343331836,-0.3417356343331836,11.724707480491558,-0.3417356343331836,11.141747302631531,-0.3417356343331836,11.141747302631531
-0.3379848377013104,-0.3379848377013104,-0.3379848377013104,-0.3379848377013104,-0.3379848377013104,11.598596983109694,-0.3379848377013104,11.146869376689658,-0.3379848377013104,11.146869376689658
-0.3299708402136556,-0.3299708402136556,-0.3299708402136556,-0.3299708402136556,-0.3299708402136556,11.308355160475294,-0.3299708402136556,11.148637231218569,-0.3299708402136556,11.148637231218569
-0.3429040687446712,-0.3429040687446712,-0.3429040687446712,-0.3429040687446712,-0.3429040687446712,11.16002072041359,-0.3429040687446712,11.148759696146367,-0.3429040687446712,11.148759696146367
-0.34232817894233264,-0.34232817894233264,-0.34232817894233264,-0.34232817894233264,-0.34232817894233264,11.128673307185492,-0.34232817894233264,11.148546201608198,-0.34232817894233264,11.148546201608198
-0.3114408182758208,-0.3114408182758208,-0.3114408182758208,-0.3114408182758208,-0.3114408182758208,10.184212511701563,-0.3114408182758208,11.13883010533134,-0.3114408182758208,11.13883010533134
-0.31248016681998747,-0.31248016681998747,-0.31248016681998747,-0.31248016681998747,-0.31248016681998747,10.218969785230353,-0.31248016681998747,11.129640078429954,-0.31248016681998747,11.129640078429954
-0.3502026879676505,-0.3502026879676505,-0.3502026879676505,-0.3502026879676505,-0.3502026879676505,11.8195707794987,-0.3502026879676505,11.136970810943549,-0.3502026879676505,11.136970810943549
-0.34708747427375913,-0.34708747427375913,-0.34708747427375913,-0.34708747427375913,-0.34708747427375913,11.70885311726818,-0.34708747427375913,11.142954564212951,-0.34708747427375913,11.142954564212951
-0.33910848520336234,-0.33910848520336234,-0.33910848520336234,-0.33910848520336234,-0.33910848520336234,11.443684284760366,-0.33910848520336234,11.146032803847707,-0.33910848520336234,11.146032803847707
-0.34753527624482056,-0.34753527624482056,-0.34753527624482056,-0.34753527624482056,-0.34753527624482056,11.24003938371281,-0.34753527624482056,11.146976793968793,-0.34753527624482056,11.146976793968793
-0.3646472030519909,-0.3646472030519909,-0.3646472030519909,-0.3646472030519909,-0.3646472030519909,11.254018050928973,-0.3646472030519909,11.140963457075912,-0.3646472030519909,11.140963457075912
-0.3723842801802283,-0.3723842801802283,-0.3723842801802283,-0.3723842801802283,-0.3723842801802283,11.160027863139172,-0.3723842801802283,11.134984635558194,-0.3723842801802283,11.134984635558194
-0.36562819421862197,-0.36562819421862197,-0.36562819421862197,-0.36562819421862197,-0.36562819421862197,11.053417361922486,-0.36562819421862197,11.131337019429973,-0.36562819421862197,11.131337019429973
-0.3671758722069164,-0.3671758722069164,-0.3671758722069164,-0.3671758722069164,-0.3671758722069164,11.059200145135106,-0.3671758722069164,11.130889260494094,-0.3671758722069164,11.130889260494094
-0.3498331700856183,-0.3498331700856183,-0.3498331700856183,-0.3498331700856183,-0.3498331700856183,11.81983120671602,-0.3498331700856183,11.139972596773703,-0.3498331700856183,11.139972596773703
-0.34578599409912864,-0.34578599409912864,-0.34578599409912864,-0.34578599409912864,-0.34578599409912864,11.686914848529588,-0.34578599409912864,11.153753919579563,-0.34578599409912864,11.153753919579563
-0.340088696011364,-0.340088696011364,-0.340088696011364,-0.340088696011364,-0.340088696011364,11.430891475931533,-0.340088696011364,11.166545740055083,-0.340088696011364,11.166545740055083
-0.34763603249756675,-0.34763603249756675,-0.34763603249756675,-0.34763603249756675,-0.34763603249756675,11.195556366717101,-0.34763603249756675,11.160255099971508,-0.34763603249756675,11.160255099971508
-0.3619630618243453,-0.3619630618243453,-0.3619630618243453,-0.3619630618243453,-0.3619630618243453,11.114819104691037,-0.3619630618243453,11.154255574770469,-0.3619630618243453,11.154255574770469
-0.36356406380955103,-0.36356406380955103,-0.36356406380955103,-0.36356406380955103,-0.36356406380955103,11.108702466533773,-0.36356406380955103,11.150895747631306,-0.36356406380955103,11.150895747631306
-0.3572573998597838,-0.3572573998597838,-0.3572573998597838,-0.3572573998597838,-0.3572573998597838,10.996569278074688,-0.3572573998597838,11.15015854688373,-0.3572573998597838,11.15015854688373
-0.3525153367391578,-0.3525153367391578,-0.3525153367391578,-0.3525153367391578,-0.3525153367391578,10.914388017657085,-0.3525153367391578,11.149625549424133,-0.3525153367391578,11.149625549424133
-0.3448602159723182,-0.3448602159723182,-0.3448602159723182,-0.3448602159723182,-0.3448602159723182,11.739987337395162,-0.3448602159723182,11.159535903498186,-0.3448602159723182,11.159535903498186
-0.3416929044508304,-0.3416929044508304,-0.3416929044508304,-0.3416929044508304,-0.3416929044508304,11.63413616783987,-0.3416929044508304,11.169405752561312,-0.3416929044508304,11.169405752561312
-0.3362864561328448,-0.3362864561328448,-0.3362864561328448,-0.3362864561328448,-0.3362864561328448,11.346288365223229,-0.3362864561328448,11.164433060818627,-0.3362864561328448,11.164433060818627
-0.34260434738473394,-0.34260434738473394,-0.34260434738473394,-0.34260434738473394,-0.34260434738473394,11.057298613228697,-0.34260434738473394,11.157668704360171,-0.34260434738473394,11.157668704360171
-0.32447971038776224,-0.32447971038776224,-0.32447971038776224,-0.32447971038776224,-0.32447971038776224,10.426806159357064,-0.32447971038776224,11.147140945114339,-0.32447971038776224,11.147140945114339
-0.31845489264824595,-0.31845489264824595,-0.31845489264824595,-0.31845489264824595,-0.31845489264824595,10.240254049888675,-0.31845489264824595,11.138458771201368,-0.31845489264824595,11.138458771201368
-0.31209463510908686,-0.31209463510908686,-0.31209463510908686,-0.31209463510908686,-0.31209463510908686,9.895164813334649,-0.31209463510908686,11.131557688315072,-0.31209463510908686,11.131557688315072
-0.3521680718745395,-0.3521680718745395,-0.3521680718745395,-0.3521680718745395,-0.3521680718745395,11.775847803674774,-0.3521680718745395,11.146241151196516,-0.3521680718745395,11.146241151196516
-0.34926030061077523,-0.34926030061077523,-0.34926030061077523,-0.34926030061077523,-0.34926030061077523,11.676411420342482,-0.34926030061077523,11.159028059917578,-0.34926030061077523,11.159028059917578
-0.3371858894519598,-0.3371858894519598,-0.3371858894519598,-0.3371858894519598,-0.3371858894519598,11.322959925635454,-0.3371858894519598,11.153706829558029,-0.3371858894519598,11.153706829558029
-0.3433197838608477,-0.3433197838608477,-0.3433197838608477,-0.3433197838608477,-0.3433197838608477,11.084397463058291,-0.3433197838608477,11.14705663260278,-0.3433197838608477,11.14705663260278
-0.33781120772709816,-0.33781120772709816,-0.33781120772709816,-0.33781120772709816,-0.33781120772709816,10.48032324447535,-0.33781120772709816,11.137266196891463,-0.33781120772709816,11.137266196891463
-0.3530474390881688,-0.3530474390881688,-0.3530474390881688,-0.3530474390881688,-0.3530474390881688,11.026785551759813,-0.3530474390881688,11.136195473076874,-0.3530474390881688,11.136195473076874
-0.33629953089238857,-0.33629953089238857,-0.33629953089238857,-0.33629953089238857,-0.33629953089238857,10.514792434020606,-0.33629953089238857,11.129925618429645,-0.33629953089238857,11.129925618429645
-0.33622313563554784,-0.33622313563554784,-0.33622313563554784,-0.33622313563554784,-0.33622313563554784,10.506903419896721,-0.33622313563554784,11.123547554736955,-0.33622313563554784,11.123547554736955
-0.3523226615930339,-0.3523226615930339,-0.3523226615930339,-0.3523226615930339,-0.3523226615930339,11.8189964098172,-0.3523226615930339,11.136675906533629,-0.3523226615930339,11.136675906533629
-0.34934878869436836,-0.34934878869436836,-0.34934878869436836,-0.34934878869436836,-0.34934878869436836,11.71052081656532,-0.34934878869436836,11.147211482630146,-0.34934878869436836,11.147211482630146
-0.34299017309961205,-0.34299017309961205,-0.34299017309961205,-0.34299017309961205,-0.34299017309961205,11.44703635714611,-0.34299017309961205,11.145127911483366,-0.34299017309961205,11.145127911483366
-0.3428237823164936,-0.3428237823164936,-0.3428237823164936,-0.3428237823164936,-0.3428237823164936,10.994615328699268,-0.3428237823164936,11.139507770639376,-0.3428237823164936,11.139507770639376
-0.3483312130517447,-0.3483312130517447,-0.3483312130517447,-0.3483312130517447,-0.3483312130517447,10.948466265611268,-0.3483312130517447,11.13582579505353,-0.3483312130517447,11.13582579505353
-0.3370272332132842,-0.3370272332132842,-0.3370272332132842,-0.3370272332132842,-0.3370272332132842,10.616825329895475,-0.3370272332132842,11.130789548816601,-0.3370272332132842,11.130789548816601
-0.33446248158206343,-0.33446248158206343,-0.33446248158206343,-0.33446248158206343,-0.33446248158206343,10.52119704997997,-0.33446248158206343,11.124884875653382,-0.33446248158206343,11.124884875653382
-0.36127186468300326,-0.36127186468300326,-0.36127186468300326,-0.36127186468300326,-0.36127186468300326,12.084361432583945,-0.36127186468300326,11.144291494233203,-0.36127186468300326,11.144291494233203
-0.35764406537136645,-0.35764406537136645,-0.35764406537136645,-0.35764406537136645,-0.35764406537136645,11.966975916277557,-0.35764406537136645,11.158403341074022,-0.35764406537136645,11.158403341074022
-0.34598349722475835,-0.34598349722475835,-0.34598349722475835,-0.34598349722475835,-0.34598349722475835,11.603447912369315,-0.34598349722475835,11.1567100817958,-0.34598349722475835,11.1567100817958
-0.3429812565196121,-0.3429812565196121,-0.3429812565196121,-0.3429812565196121,-0.3429812565196121,11.102762006945362,-0.3429812565196121,11.150880634266263,-0.3429812565196121,11.150880634266263
-0.3529964170101666,-0.3529964170101666,-0.3529964170101666,-0.3529964170101666,-0.3529964170101666,10.96892968270722,-0.3529964170101666,11.146670016238085,-0.3529964170101666,11.146670016238085
-0.35289610337403554,-0.35289610337403554,-0.35289610337403554,-0.35289610337403554,-0.35289610337403554,10.966583299418218,-0.35289610337403554,11.146332176407297,-0.35289610337403554,11.146332176407297
-0.344665706164098,-0.344665706164098,-0.344665706164098,-0.344665706164098,-0.344665706164098,10.778136037675958,-0.344665706164098,11.144685476819197,-0.344665706164098,11.144685476819197
-0.34687363557701023,-0.34687363557701023,-0.34687363557701023,-0.34687363557701023,-0.34687363557701023,10.86458397780941,-0.34687363557701023,11.143854017012874,-0.34687363557701023,11.143854017012874
-0.3528645052725973,-0.3528645052725973,-0.3528645052725973,-0.3528645052725973,-0.3528645052725973,11.684391785438434,-0.3528645052725973,11.153754986353889,-0.3528645052725973,11.153754986353889
-0.34891432110110615,-0.34891432110110615,-0.34891432110110615,-0.34891432110110615,-0.34891432110110615,11.562036707471895,-0.34891432110110615,11.150679969305235,-0.34891432110110615,11.150679969305235
-0.3402766648971749,-0.3402766648971749,-0.3402766648971749,-0.3402766648971749,-0.3402766648971749,11.297747226509061,-0.3402766648971749,11.146073867556733,-0.3402766648971749,11.146073867556733
-0.3482743075020907,-0.3482743075020907,-0.3482743075020907,-0.3482743075020907,-0.3482743075020907,11.169096648179583,-0.3482743075020907,11.143237395442007,-0.3482743075020907,11.143237395442007
-0.33867909002322893,-0.33867909002322893,-0.33867909002322893,-0.33867909002322893,-0.33867909002322893,10.529733331239871,-0.33867909002322893,11.138381149212323,-0.33867909002322893,11.138381149212323
-0.3418244957679096,-0.3418244957679096,-0.3418244957679096,-0.3418244957679096,-0.3418244957679096,10.747638694548069,-0.3418244957679096,11.139972909438846,-0.3418244957679096,11.139972909438846
-0.3345966733418058,-0.3345966733418058,-0.3345966733418058,-0.3345966733418058,-0.3345966733418058,10.53175523452901,-0.3345966733418058,11.140141856602279,-0.3345966733418058,11.140141856602279
-0.3524319319936335,-0.3524319319936335,-0.3524319319936335,-0.3524319319936335,-0.3524319319936335,11.761265323676842,-0.3524319319936335,11.152906579219776,-0.3524319319936335,11.152906579219776
-0.3500859167299532,-0.3500859167299532,-0.3500859167299532,-0.3500859167299532,-0.3500859167299532,11.683218149416081,-0.3500859167299532,11.151100814903478,-0.3500859167299532,11.151100814903478
-0.3400904211900682,-0.3400904211900682,-0.3400904211900682,-0.3400904211900682,-0.3400904211900682,11.390162334119339,-0.3400904211900682,11.14741051591327,-0.3400904211900682,11.14741051591327
-0.34261753847549975,-0.34261753847549975,-0.34261753847549975,-0.34261753847549975,-0.34261753847549975,11.016526636930646,-0.34261753847549975,11.14364954450245,-0.34261753847549975,11.14364954450245
-0.33212734799902294,-0.33212734799902294,-0.33212734799902294,-0.33212734799902294,-0.33212734799902294,10.581567640543943,-0.33212734799902294,11.139494805894747,-0.33212734799902294,11.139494805894747
-0.32872505339236924,-0.32872505339236924,-0.32872505339236924,-0.32872505339236924,-0.32872505339236924,10.477307931515922,-0.32872505339236924,11.133761725974175,-0.32872505339236924,11.133761725974175
-0.32866532375988405,-0.32866532375988405,-0.32866532375988405,-0.32866532375988405,-0.32866532375988405,10.47515104465095,-0.32866532375988405,11.128541889748934,-0.32866532375988405,11.128541889748934
-0.35157001481499434,-0.35157001481499434,-0.35157001481499434,-0.35157001481499434,-0.35157001481499434,11.79260402289368,-0.35157001481499434,11.141729091635016,-0.35157001481499434,11.141729091635016
-0.34840460652571775,-0.34840460652571775,-0.34840460652571775,-0.34840460652571775,-0.34840460652571775,11.687097717193447,-0.34840460652571775,11.153655716791869,-0.34840460652571775,11.153655716791869
-0.3404572533865781,-0.3404572533865781,-0.3404572533865781,-0.3404572533865781,-0.3404572533865781,11.398338885119689,-0.3404572533865781,11.149565462283734,-0.3404572533865781,11.149565462283734
-0.3453885022050016,-0.3453885022050016,-0.3453885022050016,-0.3453885022050016,-0.3453885022050016,11.095320230020656,-0.3453885022050016,11.143497108382032,-0.3453885022050016,11.143497108382032
-0.3598348989004951,-0.3598348989004951,-0.3598348989004951,-0.3598348989004951,-0.3598348989004951,11.168442984781933,-0.3598348989004951,11.14179105043562,-0.3598348989004951,11.14179105043562
-0.3602747541122929,-0.3602747541122929,-0.3602747541122929,-0.3602747541122929,-0.3602747541122929,11.18527254082092,-0.3602747541122929,11.14250749940365,-0.3602747541122929,11.14250749940365
-0.3561532876059011,-0.3561532876059011,-0.3561532876059011,-0.3561532876059011,-0.3561532876059011,11.089370852980174,-0.3561532876059011,11.148281088520042,-0.3561532876059011,11.148281088520042
-0.34317031840777307,-0.34317031840777307,-0.34317031840777307,-0.34317031840777307,-0.34317031840777307,10.679596137375372,-0.34317031840777307,11.14475120925626,-0.34317031840777307,11.14475120925626
-0.3473813356833743,-0.3473813356833743,-0.3473813356833743,-0.3473813356833743,-0.3473813356833743,11.710939791992226,-0.3473813356833743,11.156549773015998,-0.3473813356833743,11.156549773015998
-0.34437066230906554,-0.34437066230906554,-0.34437066230906554,-0.34437066230906554,-0.34437066230906554,11.602305928912191,-0.34437066230906554,11.167276367990077,-0.34437066230906554,11.167276367990077
-0.3371454390600159,-0.3371454390600159,-0.3371454390600159,-0.3371454390600159,-0.3371454390600159,11.324161595479856,-0.3371454390600159,11.161474991595105,-0.3371454390600159,11.161474991595105
-0.3428463253434633,-0.3428463253434633,-0.3428463253434633,-0.3428463253434633,-0.3428463253434633,10.969880553609803,-0.3428463253434633,11.153249079239016,-0.3428463253434633,11.153249079239016
-0.35151484405149847,-0.35151484405149847,-0.35151484405149847,-0.35151484405149847,-0.35151484405149847,10.930964934720718,-0.35151484405149847,11.147543142890042,-0.35151484405149847,11.147543142890042
-0.3459352367211317,-0.3459352367211317,-0.3459352367211317,-0.3459352367211317,-0.3459352367211317,10.802726112106908,-0.3459352367211317,11.144688030592848,-0.3459352367211317,11.144688030592848
