snap_index,esn,snap,esn_index,global_index,ww_cycle_index,hpc_cycle_index,hpt_cycle_index,ww_cycle,hpc_cycle,hpt_cycle,to_next_ww_cycle,to_next_hpc_cycle,to_next_hpt_cycle,Altitude,Mach,Pamb,Pt2,TAT,WFuel,VAFN,VBV,Fan_Speed,Core_Speed,T25,T3,Ps3,T45,P25,T5,fault_ww_cycle,fault_hpc_cycle,fault_hpt_cycle
89,101,2,657,657,89,89,89,0,0,0,20,7620,3200,,,,,,,,,,,,,,,,,0,0,0
90,101,2,665,665,90,90,90,0,0,0,10,7610,3190,,,,,,,,,,,,,,,,,0,0,0
91,101,2,672,672,91,91,91,0,0,0,0,7600,3180,,,,,,,,,,,,,,,,,1,0,0
92,101,2,679,679,0,92,92,1,0,0,890,7590,3170,,,,,,,,,,,,,,,,,0,0,0
93,101,2,686,686,1,93,93,1,0,0,880,7580,3160,,,,,,,,,,,,,,,,,0,0,0
94,101,2,694,694,2,94,94,1,0,0,870,7570,3150,,,,,,,,,,,,,,,,,0,0,0
95,101,2,702,702,3,95,95,1,0,0,860,7560,3140,,,,,,,,,,,,,,,,,0,0,0
96,101,2,710,710,4,96,96,1,0,0,850,7550,3130,,,,,,,,,,,,,,,,,0,0,0
97,101,2,717,717,5,97,97,1,0,0,840,7540,3120,,,,,,,,,,,,,,,,,0,0,0
98,101,2,724,724,6,98,98,1,0,0,830,7530,3110,,,,,,,,,,,,,,,,,0,0,0
99,101,2,732,732,7,99,99,1,0,0,820,7520,3100,,,,,,,,,,,,,,,,,0,0,0
100,101,2,739,739,8,100,100,1,0,0,810,7510,3090,,,,,,,,,,,,,,,,,0,0,0
101,101,2,746,746,9,101,101,1,0,0,800,7500,3080,,,,,,,,,,,,,,,,,0,0,0
102,101,2,753,753,10,102,102,1,0,0,790,7490,3070,,,,,,,,,,,,,,,,,0,0,0
103,101,2,760,760,11,103,103,1,0,0,780,7480,3060,,,,,,,,,,,,,,,,,0,0,0
104,101,2,768,768,12,104,104,1,0,0,770,7470,3050,,,,,,,,,,,,,,,,,0,0,0
105,101,2,776,776,13,105,105,1,0,0,760,7460,3040,,,,,,,,,,,,,,,,,0,0,0
106,101,2,784,784,14,106,106,1,0,0,750,7450,3030,,,,,,,,,,,,,,,,,0,0,0
107,101,2,792,792,15,107,107,1,0,0,740,7440,3020,,,,,,,,,,,,,,,,,0,0,0
108,101,2,799,799,16,108,108,1,0,0,730,7430,3010,,,,,,,,,,,,,,,,,0,0,0
109,101,2,807,807,17,109,109,1,0,0,720,7420,3000,,,,,,,,,,,,,,,,,0,0,0
110,101,2,814,814,18,110,110,1,0,0,710,7410,2990,,,,,,,,,,,,,,,,,0,0,0
111,101,2,821,821,19,111,111,1,0,0,700,7400,2980,,,,,,,,,,,,,,,,,0,0,0
112,101,2,829,829,20,112,112,1,0,0,690,7390,2970,,,,,,,,,,,,,,,,,0,0,0
113,101,2,836,836,21,113,113,1,0,0,680,7380,2960,,,,,,,,,,,,,,,,,0,0,0
114,101,2,843,843,22,114,114,1,0,0,670,7370,2950,,,,,,,,,,,,,,,,,0,0,0
115,101,2,850,850,23,115,115,1,0,0,660,7360,2940,,,,,,,,,,,,,,,,,0,0,0
116,101,2,857,857,24,116,116,1,0,0,650,7350,2930,,,,,,,,,,,,,,,,,0,0,0
117,101,2,864,864,25,117,117,1,0,0,640,7340,2920,,,,,,,,,,,,,,,,,0,0,0
118,101,2,871,871,26,118,118,1,0,0,630,7330,2910,,,,,,,,,,,,,,,,,0,0,0
119,101,2,879,879,27,119,119,1,0,0,620,7320,2900,,,,,,,,,,,,,,,,,0,0,0
120,101,2,886,886,28,120,120,1,0,0,610,7310,2890,,,,,,,,,,,,,,,,,0,0,0
121,101,2,894,894,29,121,121,1,0,0,600,7300,2880,,,,,,,,,,,,,,,,,0,0,0
122,101,2,901,901,30,122,122,1,0,0,590,7290,2870,,,,,,,,,,,,,,,,,0,0,0
123,101,2,908,908,31,123,123,1,0,0,580,7280,2860,,,,,,,,,,,,,,,,,0,0,0
124,101,2,915,915,32,124,124,1,0,0,570,7270,2850,681.4335158873453,0.22406950181344884,14.334899338533065,14.775207608693899,524.3625802007456,1.186847245873225,5829.049397640156,0.0,1869.3765699510714,21014.415518550046,727.8611696012023,1567.2799134092684,476.6147444248379,2129.65969794649,40.85132182594168,1377.0364456723312,0,0,0
125,101,2,922,922,33,125,125,1,0,0,560,7260,2840,689.8135793794087,0.2240679102949944,14.33076450625838,14.771034014777817,524.4798531382172,1.1871051970495043,5828.957079664767,0.0,1869.6999075635608,21016.67705470692,728.0663650803151,1567.6989157688793,476.54868457481626,2130.295085082149,40.84992084229052,1377.5149260246371,0,0,0
126,101,2,930,930,34,126,126,1,0,0,550,7250,2830,685.006555257424,0.2240806559689095,14.33312752059765,14.769284893006303,524.4224736465013,1.1787154518714567,5829.5335004016,0.0,1869.5479971951324,21015.66678584603,726.6282409607177,1567.4953894504256,476.544458565957,2125.6322585504076,40.6587598919161,1376.4801346761633,0,0,0
127,101,2,938,938,35,127,127,1,0,0,540,7240,2820,691.7746408873453,0.22410065833633422,14.329787144902186,14.766058018938162,524.5207310657026,1.1790698828729813,5829.358056809675,0.0,1869.830287543059,21017.541052623335,726.8165060533154,1567.8595371732083,476.5045654189919,2126.222100509329,40.661187271792855,1376.908022011295,0,0,0
128,101,2,945,945,36,128,128,1,0,0,530,7230,2810,692.6083375927716,0.22415307157579806,14.329370943476103,14.765999048225588,524.5943803659155,1.179648722220721,5829.0560672829815,0.0,1870.0721467673122,21018.954506605223,726.970353396156,1568.157905014375,476.5694924870571,2126.710871111288,40.67256579627271,1377.2598241731926,0,0,0
129,101,2,952,952,37,129,129,1,0,0,520,7220,2800,692.990746656576,0.22405493233317067,14.329177191083556,14.765490020928329,524.4295669743517,1.1792665096543669,5829.591635683813,0.0,1869.5086603129382,21014.528947428327,726.7373185446241,1567.659246706584,476.4541098208241,2126.0014067601837,40.671164730189815,1376.8768381464972,0,0,0
130,101,2,959,959,38,130,130,1,0,0,510,7210,2790,695.5657906965056,0.22405591732402177,14.327903129059115,14.764303866131376,524.5558396342205,1.1797832918075193,5829.506694974914,0.0,1869.813888381265,21016.894290265398,726.959217053153,1568.0873824564458,476.46730322274175,2126.6798103081223,40.67828968796322,1377.375831016188,0,0,0
131,101,2,966,966,39,131,131,1,0,0,500,7200,2780,699.9200007358301,0.22423156918794113,14.325752486746135,14.763037616333373,524.5406678718588,1.1800835208395668,5828.735486782152,0.0,1869.88529750124,21016.516097508782,726.988423695959,1568.1365765901487,476.4850052955105,2126.8066432515516,40.68579792717093,1377.4638363929175,0,0,0
132,101,2,974,974,40,132,132,1,0,0,490,7190,2770,701.2613655114054,0.2241985270856925,14.325086460454067,14.762321575378133,524.666075400031,1.1806085446693328,5828.79411351659,0.0,1870.1718623612512,21018.828494704656,727.2057535783402,1568.5554404855388,476.5055180276112,2127.4717882862506,40.693535528578636,1377.9598319098661,0,0,0
133,101,2,981,981,41,133,133,1,0,0,480,7180,2760,697.4856949918229,0.22414482139152386,14.326941859343563,14.764107861303906,524.598890762313,1.1806649139194196,5829.08788055685,0.0,1869.8744370232496,21016.65101406846,727.1203794439294,1568.3565954664502,476.49947387867843,2127.202640717249,40.70096384828556,1377.8602052897613,0,0,0
134,101,2,988,988,42,134,134,1,0,0,470,7170,2750,697.9289232947526,0.22419877805019225,14.32671852769888,14.764244238252099,524.4163784820297,1.1809029926543795,5828.764294520779,0.0,1869.6854439665854,21013.08913266214,726.9184107427396,1567.9695028280305,476.59151658919535,2126.7189827590682,40.71292352120675,1377.5072660456271,0,0,0
135,101,2,995,995,43,135,135,1,0,0,460,7160,2740,699.5421041226393,0.22424082353795982,14.325918790528698,14.763727199615511,524.4265103579089,1.182051329970602,5828.136654146882,0.0,1870.2095875145505,21014.59943888153,727.0358398781327,1568.273396377824,476.844582225952,2127.3167599220524,40.73333894227317,1377.8147596117274,0,0,0
136,101,2,1002,1002,44,136,136,1,0,0,450,7150,2730,696.3069173471993,0.22422148619734236,14.327508091289587,14.76152605107443,524.3080313661494,1.174377247961361,5828.939751796792,0.0,1869.9260855599628,21013.67172799267,725.6413632476894,1568.081355280132,476.6268782824716,2123.664568957849,40.55628416376947,1377.2450404655992,0,0,0
137,101,2,1009,1009,45,137,137,1,0,0,440,7140,2720,697.1186173366206,0.2242659534296233,14.32710341333718,14.7614533957621,524.3321284826894,1.1748223392010004,5828.697737092228,0.0,1870.027328612971,21013.98405898284,725.7258137798342,1568.2206989147753,476.66452153634935,2123.950994743846,40.566614545315545,1377.451087550158,0,0,0
138,101,2,1017,1017,46,138,138,1,0,0,430,7130,2710,699.8970554556905,0.22422774491471817,14.325729720001974,14.760002978837358,524.2409885988807,1.1748285768356301,5828.844420397739,0.0,1869.8167268465954,21011.71141191331,725.633858449013,1568.006286535241,476.61378455863417,2123.7193891034926,40.56970669520771,1377.3234622846262,0,0,0
139,101,2,1025,1025,47,139,139,1,0,0,420,7120,2700,695.4072301730596,0.22409243226551528,14.327937430702555,14.761811171486462,524.1793662616177,1.1748389267331234,5829.514738595877,0.0,1869.4665477365536,21009.473248139526,725.5542235517561,1567.7948032270206,476.5775879003546,2123.457055515184,40.57604223302127,1377.2365528562123,0,0,0
140,101,2,1032,1032,48,140,140,1,0,0,410,7110,2690,694.1583953199694,0.22416323040196517,14.328548252731352,14.76290787682377,524.2535070436454,1.1754071698160542,5829.18318718138,0.0,1869.6345112449605,21010.712132677785,725.7043006605294,1568.0586030145676,476.6394895887779,2123.9188593027648,40.58885729047288,1377.5726765527384,0,0,0
141,101,2,1039,1039,49,141,141,1,0,0,400,7100,2680,690.7158820845283,0.22412122849381497,14.330240043544682,14.76459168982127,523.8749020449518,1.1761012276786809,5829.336109569312,0.0,1869.9355719588696,21014.000644388452,726.0023990215308,1568.605746571007,476.68858759588153,2124.7842257276097,40.60112240871662,1378.2257242409835,0,0,0
142,101,2,1046,1046,50,142,142,1,0,0,390,7090,2670,687.985851551681,0.22421682801383466,14.331580830622777,14.766561756822641,523.9991402506097,1.177578502439091,5828.573936184595,0.0,1870.6082723238706,21017.504833841096,726.2742799178556,1569.180774514474,476.99285843820076,2125.788288056108,40.62830980285994,1378.8183510418603,0,0,0
143,101,2,1053,1053,51,143,143,1,0,0,380,7080,2660,684.2659603317896,0.22413347481690366,14.333409419120967,14.768197974959646,523.9672273994349,1.178285089282626,5828.876389276888,0.0,1870.9111489135128,21020.628901468044,726.5567416858787,1569.7031296104008,477.0517260202735,2126.624552412281,40.64087851991773,1379.4454077606772,0,0,0
144,101,2,1060,1060,52,144,144,1,0,0,370,7070,2650,685.0732400252763,0.2240999333733684,14.333007365804638,14.76775773808363,523.916915606027,1.1783543957502223,5829.026206307233,0.0,1870.734741357614,21019.002813938005,726.5080850468532,1569.5708313516302,477.0155200690041,2126.506327903002,40.64546986426172,1379.4067107345454,0,0,0
145,101,2,1067,1067,53,145,145,1,0,0,360,7060,2640,681.7187761613179,0.22405131714524323,14.334656013378899,14.769359971996975,523.8603842247927,1.1784332047470494,5829.294238434658,0.0,1870.457906602213,21016.996651790763,726.4374743139593,1569.3854617029533,477.0027367954996,2126.294017851931,40.65300429179542,1379.328046446195,0,0,0
146,101,2,1074,1074,54,146,146,1,0,0,350,7050,2630,679.6956655472093,0.22406636234318894,14.335648712219614,14.770576151361238,523.6405807342786,1.177870743419963,5829.44626944095,0.0,1869.6520261048306,21010.97505330836,726.1065532129569,1568.6585080756345,476.86840417899083,2125.2673292474815,40.652157141398675,1378.733838856928,0,0,0
147,101,2,1081,1081,55,147,147,1,0,0,340,7040,2620,682.2404348062641,0.2241075961977937,14.334390706873426,14.76958789360778,523.5385247236302,1.1782710923081752,5829.128483210716,0.0,1869.6804506441888,21009.204917224855,726.0263541497507,1568.5041672618295,476.9530934952689,2125.168920594201,40.663524017501004,1378.6164333698705,0,0,0
148,101,2,1088,1088,56,148,148,1,0,0,330,7030,2610,678.9792340081507,0.22406455845398796,14.33599356907766,14.77116313422637,523.3579173453685,1.1778110881898476,5829.519848915146,0.0,1868.95948164883,21004.039329516712,725.750939731517,1567.8902730560103,476.8357387311337,2124.307161778615,40.66390365097995,1378.1390053733621,0,0,0
149,101,2,1096,1096,57,149,149,1,0,0,320,7020,2600,680.1415158873453,0.22407837454379723,14.335416874606857,14.770748743686887,523.451729226782,1.1783412598849576,5829.383220620366,0.0,1869.2093816516285,21005.768905229746,725.9261901814514,1568.2148450901018,476.87095891076405,2124.8760246210295,40.67321455411738,1378.5381042063523,0,0,0
150,101,2,1103,1103,58,150,150,1,0,0,310,7010,2590,682.3678735032393,0.22411537187032587,14.334315924276169,14.769898372094948,523.3257142349751,1.1780966312678702,5829.3071388484095,0.0,1868.8024993514832,21002.360492035677,725.7579546559888,1567.83639450849,476.7759581515021,2124.3891733279547,40.67341349101786,1378.2596942390633,0,0,0
151,101,2,1111,1111,59,151,151,1,0,0,300,7000,2580,678.880726413661,0.22408080765298513,14.336030277237263,14.768209088877974,523.2542836484416,1.1703459955358448,5830.325036581245,0.0,1868.0849299153729,20998.698065908364,724.8497464181539,1567.281073876332,476.48886038513155,2123.7645107584253,40.51658131224979,1372.5368270030174,0,0,0
152,101,2,1118,1118,60,152,152,1,0,0,290,6990,2570,677.5306662141427,0.22409259952118304,14.336691660685698,14.769081049879802,523.0914912040304,1.1699954008005886,5830.437184271734,0.0,1867.4657102610072,20994.11790486696,724.6135838490104,1566.7441172292774,476.37954482586605,2123.0234274483837,40.51783391421135,1372.157376022349,0,0,0
153,101,2,1125,1125,61,153,153,1,0,0,280,6980,2560,680.1721652379946,0.2241214200611783,14.335386307716318,14.76799922337143,523.064351852142,1.1701787562801826,5830.29202058398,0.0,1867.409409952172,20993.219531808856,724.61188687395,1566.7054749521424,476.35281497891305,2123.053375768036,40.52319182326225,1372.232467631868,0,0,0
154,101,2,1132,1132,62,154,154,1,0,0,270,6970,2550,681.6247416937969,0.2242055526321621,14.334666829012736,14.767782459634262,523.1194361014225,1.1708424715452372,5829.830803153431,0.0,1867.689181364919,20994.494008279886,724.751534816529,1566.9644930997733,476.43681086649923,2123.5404572581583,40.53648145934681,1372.574024940387,0,0,0
155,101,2,1140,1140,63,155,155,1,0,0,260,6960,2540,680.9753620411915,0.22414604889066425,14.334983108441415,14.767971206579833,523.2078142280135,1.1714136269685718,5829.991222078139,0.0,1867.9069687710273,20996.093608576542,724.9186383751278,1567.2676909727961,476.4807801504852,2124.0775143747715,40.5471455300422,1372.9957354572184,0,0,0
156,101,2,1148,1148,64,156,156,1,0,0,250,6950,2530,680.6336177981733,0.22409412475834775,14.33514785177492,14.768035812065524,523.2838105997307,1.1719370798391975,5830.128256913529,0.0,1868.09386663567,20997.42839834045,725.0670728232416,1567.5335834028322,476.5163466916999,2124.558867916726,40.557121436609265,1373.379308336453,0,0,0
157,101,2,1155,1155,65,157,157,1,0,0,240,6940,2520,680.9860728493705,0.22411223770004754,14.334970584045323,14.768062785366288,523.0860276049362,1.1714461923091644,5830.221011416422,0.0,1867.4034202618093,20992.13107266482,724.7796999921336,1566.897454845349,476.3761992467246,2123.6778310568793,40.555316587614115,1372.8994019973084,0,0,0
158,101,2,1162,1162,66,158,158,1,0,0,230,6930,2510,681.1831511074711,0.22410119824635547,14.334869921395427,14.768033645315839,523.0494175202722,1.1720308744216497,5830.104770413073,0.0,1867.544733906614,20991.713537562027,724.7921104872196,1566.9205456146453,476.4839645804004,2123.834909295077,40.5692585041464,1373.0012685474567,0,0,0
159,101,2,1169,1169,67,159,159,1,0,0,220,6920,2500,682.7590158873452,0.22416235302716805,14.334089924955943,14.76763622568427,523.1444937256438,1.1726541604928893,5829.757963878776,0.0,1867.849305792934,20993.658506569573,724.9795815963178,1567.2690108162137,476.53825304749273,2124.4469934498175,40.58028807984844,1373.4450301979036,0,0,0
160,101,2,1176,1176,68,160,160,1,0,0,210,6910,2490,681.5699630923142,0.22411709592667656,14.334672347498737,14.768153950943843,523.2502666462088,1.1732136213334479,5829.884245506381,0.0,1868.0672233054167,20995.526363026012,725.1653583191318,1567.605936008729,476.5763435643306,2125.0281054649777,40.59063078484071,1373.9043436179322,0,0,0
161,101,2,1183,1183,69,161,161,1,0,0,200,6900,2480,681.0313924305551,0.22403350874449157,14.33493429665674,14.768172996006387,523.3809782298033,1.173732552413695,5830.177007771587,0.0,1868.304642710759,20997.812274646087,725.3817783242671,1568.0004293582147,476.58705682343566,2125.692136519411,40.59876729893988,1374.432419725248,0,0,0
162,101,2,1191,1191,70,162,162,1,0,0,190,6890,2470,681.0577122063636,0.22404834591521153,14.334917945781253,14.768343160824902,523.2721412715908,1.173610268409802,5830.189205055884,0.0,1867.935170198027,20994.82355863641,725.2398972816386,1567.6714210092377,476.5224398651093,2125.2785787671837,40.60188445001713,1374.236670570526,0,0,0
163,101,2,1199,1199,71,163,163,1,0,0,180,6880,2460,678.7117597897843,0.22404994118617808,14.336070540874545,14.769656880990427,523.2914866977087,1.174195798525542,5830.181369207814,0.0,1868.1903025634383,20997.775227738537,725.5086923323465,1568.1573605482802,476.54493318523066,2126.060702258832,40.61200171645738,1374.8611246920093,0,0,0
164,101,2,1206,1206,72,164,164,1,0,0,170,6870,2450,681.3942431600725,0.2240538080160177,14.334745483407051,14.768423335942662,523.1840305681669,1.1741530639654623,5830.164485366532,0.0,1867.9459656104727,20995.177068597182,725.3844697389351,1567.880445757345,476.49325697526854,2125.746699876974,40.61466195865974,1374.69940813321,0,0,0
165,101,2,1214,1214,73,165,165,1,0,0,160,6860,2440,677.4660942005983,0.2240712909168062,14.336677764497718,14.770613486463855,523.0374341515741,1.1738450743594915,5830.270561850019,0.0,1867.3329912401343,20990.887677954186,725.1629861423684,1567.3740425857677,476.40843721779675,2125.0455815345413,40.6177916833314,1374.348426683485,0,0,0
166,101,2,1221,1221,74,166,166,1,0,0,150,6850,2430,675.3155278633932,0.22404895367517225,14.337734205078878,14.771713847978281,523.056708651164,1.173917636341395,5830.457999679932,0.0,1867.15482745657,20990.34096163322,725.1917652878171,1567.3748275069886,476.352851533956,2125.0988133254587,40.62230987860152,1374.4984263073536,0,0,0
