snap_index,esn,snap,esn_index,global_index,ww_cycle_index,hpc_cycle_index,hpt_cycle_index,ww_cycle,hpc_cycle,hpt_cycle,to_next_ww_cycle,to_next_hpc_cycle,to_next_hpt_cycle,Altitude,Mach,Pamb,Pt2,TAT,WFuel,VAFN,VBV,Fan_Speed,Core_Speed,T25,T3,Ps3,T45,P25,T5,fault_ww_cycle,fault_hpc_cycle,fault_hpt_cycle
10,101,8,81,81,10,10,10,0,0,0,810,8410,3990,28987.391644598796,0.7210747774887059,4.58662732336025,6.462765835944404,474.9896821788404,0.46454397747940623,4426.264079572641,5.0917784607071155e-05,1768.890268509077,19767.51410612485,670.2532446842305,1414.6305528493076,200.49714535127404,1893.858658536763,18.871337845415354,1173.548626581294,0,0,0
11,101,8,88,88,11,11,11,0,0,0,800,8400,3980,25285.32471053558,0.5821834938449972,5.441756048007344,6.8210306832625225,478.5765484807646,0.3880051506525889,4507.652429982785,0.019120472420148613,1590.3341131632874,19254.419411498307,645.0743995555423,1349.3449239330687,174.04939952927612,1791.5738738269583,17.029791896895084,1172.4126960869125,0,0,0
12,101,8,95,95,12,12,12,0,0,0,790,8390,3970,22635.81102641328,0.5972700075369762,6.088547789007957,7.7299400424913784,477.8819957768298,0.4315592747065823,4445.222743396885,0.018302449033009507,1592.661392007667,19258.64882365442,643.9086822559917,1347.4015856300525,196.8137954086215,1776.3007897815448,19.258811456191054,1157.3392637342768,0,0,0
13,101,8,103,103,13,13,13,0,0,0,780,8380,3960,30284.915171006916,0.6705867262219523,4.464026146935811,5.951399524722237,458.6005633493161,0.4130263969835993,4486.9809153058,0.006990913453277939,1731.0168106960857,19402.040168829215,644.688180242549,1368.6063458930296,180.30561979773188,1845.979167637204,16.862273136220214,1151.5760278878042,0,0,0
14,101,8,111,111,14,14,14,0,0,0,770,8370,3950,30723.970437966425,0.6988637829315449,4.29181826519838,5.902196494681771,461.68592190340144,0.4429200956547267,4489.195040871217,0.0026702913267449982,1780.9495033569694,19608.777057709496,655.9408713203354,1395.3089692284234,190.11687589954923,1885.2356653346376,17.549661377848732,1162.7112037269007,0,0,0
15,101,8,118,118,15,15,15,0,0,0,760,8360,3940,25951.110920939092,0.6691321401894957,5.328508364503244,7.141717598971909,481.4136007858875,0.4078957490252447,4306.66420993882,0.05554664006627255,1623.4073067478985,19356.121054280382,650.0979473233881,1361.8538206997102,182.64767185915747,1807.6822934263262,17.822894565113724,1165.429747676173,0,0,0
16,101,8,126,126,16,16,16,0,0,0,750,8350,3930,27838.716877417133,0.6923898730474494,4.866686231920633,6.6658782623938295,471.83107464122884,0.4227092822986408,4364.320717886855,0.021216928544459696,1680.9123355310812,19426.403434349173,651.7234205507141,1370.6022886426056,187.38464715925824,1826.8246312315712,18.002231774298753,1153.8298422924272,0,0,0
17,101,8,133,133,17,17,17,0,0,0,740,8340,3920,26703.762127209073,0.6820780391663176,5.093435282777135,6.923221633363781,486.2398187824057,0.46551411738304194,4409.458541307993,0.008104145567105784,1731.0822218513051,19817.21037323204,676.3077362802122,1421.223099303459,201.30904168042588,1895.7313670547685,19.20701204141224,1194.930020386024,0,0,0
18,101,8,141,141,18,18,18,0,0,0,730,8330,3910,28126.204056538674,0.7145445645887665,4.776896304541438,6.683833576150206,478.8564850320399,0.4934574245975425,4448.980430806629,0.003095508156857619,1790.0944331418732,19895.67306443324,676.7683001378402,1431.7312177796,210.4600251669645,1921.3036141889586,19.630206538955687,1190.125770922876,0,0,0
19,101,8,148,148,19,19,19,0,0,0,720,8320,3900,27434.696616997317,0.7032335433590983,4.924218450567522,6.8237221311037,480.75199950044106,0.4835436916702843,4426.804092790059,0.0011823789034670694,1763.4109215759345,19844.6040430243,675.4800857352791,1424.65767502466,208.09669279260677,1905.361635620247,19.624076674543915,1187.6898113148152,0,0,0
20,101,8,155,155,20,20,20,0,0,0,710,8310,3890,25311.518040406245,0.6792503710246197,5.410223165745902,7.3363751859487785,487.8935641811149,0.498656357206822,4426.979539721836,0.0025488300640318347,1742.3709517125808,19890.70125791935,679.7991068638371,1430.0551823166184,215.56673953176377,1904.827230934487,20.48655736931115,1198.690205337719,0,0,0
21,101,8,163,163,21,21,21,0,0,0,700,8300,3880,27581.435422252303,0.7051710735355562,4.900717735245971,6.796025872549176,482.442900525345,0.4875550726335685,4439.182893156021,0.00097356645291259,1776.0936748721738,19906.697531923353,679.3265146324238,1432.9617812303277,208.7905377017268,1918.6077456467378,19.665632269767215,1194.2497160338366,0,0,0
22,101,8,170,170,22,22,22,0,0,0,690,8290,3870,27842.17536749968,0.7152665881077142,4.837802136749119,6.776415223460327,486.5210417164138,0.4951396619589095,4436.182344174968,0.00037186929470593537,1793.2728359664382,20018.688387333415,686.7924587034081,1447.8541571371954,210.3574192309646,1940.055787599624,19.797747092905208,1205.1756658740494,0,0,0
23,101,8,177,177,23,23,23,0,0,0,680,8280,3860,27940.53309638189,0.7287399489286867,4.814039014320586,6.829717781233804,478.23092512361166,0.49404359060534864,4425.133241041484,0.00014204143120521596,1779.6594682294428,19852.20961398071,675.515012963662,1425.7832201277658,212.44122357729503,1908.0843863185128,19.999670678293562,1181.235053999312,0,0,0
24,101,8,184,184,24,24,24,0,0,0,670,8270,3850,27974.394201826148,0.7111865579465017,4.805767802555879,6.7116162347886705,472.8886901113795,0.4565431368241531,4394.090859360106,0.0025277759707520043,1727.3337741193332,19607.707870586066,661.7768181462051,1393.9145434311874,199.70839387501215,1861.1257134105458,19.01589216703502,1162.091308975427,0,0,0
25,101,8,191,191,25,25,25,0,0,0,660,8260,3840,27989.80012916421,0.7147998506083687,4.802071485240464,6.727914177707362,473.01909784039935,0.46384922997079764,4401.581930455607,0.0009655245048820055,1737.7031015747962,19644.039699198063,663.629501218477,1398.6362393039606,202.40436641986733,1868.3426864031496,19.230393312939633,1163.9120748762912,0,0,0
26,101,8,198,198,26,26,26,0,0,0,650,8250,3830,24904.278658052164,0.5797866850357736,5.524048395277783,6.922308337801356,477.82385224163943,0.3881111968426021,4498.224687945934,0.019469821103406063,1578.4216753842547,19206.598900791494,642.7249607975614,1343.6677770110496,174.63811916075392,1784.404791099444,17.172637682756253,1170.867204464497,0,0,0
27,101,8,206,206,27,27,27,0,0,0,640,8240,3820,27437.626465536807,0.678509754267039,4.941644375290026,6.702369863560365,481.57471301929786,0.45265728133706,4460.488287700453,0.007436809906621133,1722.055389112735,19712.97748069631,670.0683542193727,1409.0018316525202,195.47191935646333,1884.6948028082868,18.652561477433856,1189.8187708815121,0,0,0
28,101,8,213,213,28,28,28,0,0,0,630,8230,3810,26548.70512046623,0.6867439599538735,5.12246949247274,6.999884978531625,459.22653093063036,0.4365070338748577,4389.155891773894,0.009849315943788284,1654.1598904372156,19165.783631556118,634.7395133395779,1337.0300945412962,197.38169242635624,1777.3319324256547,18.980189386121946,1120.834029781963,0,0,0
29,101,8,220,220,29,29,29,0,0,0,620,8220,3800,27451.415697361834,0.6378315139944379,4.921698277620561,6.46596115108761,462.7976273582197,0.4170601804092474,4470.75749151892,0.004003614547186272,1670.9501002293368,19288.836923417774,641.4869515308393,1353.5216280326854,185.44258298436952,1810.396628980532,17.698475356065853,1146.5911737136264,0,0,0
30,101,8,228,228,30,30,30,0,0,0,610,8210,3790,27971.7421085369,0.6901292268262191,4.806883813499017,6.599032007062201,462.21089488496074,0.37123730164041185,4285.51965603367,0.04066806015648144,1588.451983889772,18954.538457245835,626.8056362101398,1311.680041142067,169.9054425325429,1742.2187218808886,16.78232613005023,1116.2855865044073,0,0,0
31,101,8,236,236,31,31,31,0,0,0,600,8200,3780,29841.653017941237,0.7051992048684383,4.4225549036781135,6.143244048105539,469.66812939973374,0.4266143552675189,4409.974104921241,0.015533816723250538,1733.730384513301,19555.573867521056,658.1469504042581,1389.6373931948688,184.28462970672382,1869.3487969840648,17.44466949415891,1167.132779292812,0,0,0
32,101,8,243,243,32,32,32,0,0,0,590,8190,3770,26228.421440172704,0.6747837534624589,5.219245385338455,7.043518532353778,480.9250916952036,0.48268910246449576,4440.732868524955,0.00644305312754811,1737.5670062824634,19764.974642535748,671.2876394089934,1415.1196565117573,208.45263513809698,1892.7027389169516,19.76130626246295,1189.7337352755226,0,0,0
33,101,8,251,251,33,33,33,0,0,0,580,8180,3760,31654.698104792125,0.7109407090274741,4.132346424050981,5.737935559145452,464.71834873642564,0.42211053440127494,4462.638172829922,0.002461027303402066,1770.8363733463939,19608.040346255602,659.5291224658412,1396.592315241286,180.68317679784224,1889.6880062880962,16.945788789392015,1168.5336043460684,0,0,0
34,101,8,258,258,34,34,34,0,0,0,570,8170,3750,27543.303266884883,0.6951210360575864,4.947191322824335,6.788886788346636,479.09325987177516,0.446293923159228,4392.753008740725,0.008120531470844686,1715.5303691349427,19653.466678061355,666.344604132702,1400.5039705885301,194.61502035222063,1871.9160453010204,18.691273014740403,1178.407022441846,0,0,0
35,101,8,265,265,35,35,35,0,0,0,560,8160,3740,23503.226360930603,0.6430948832520216,5.898359586461967,7.733703622194752,491.2069270389176,0.4366386475831235,4346.989526455237,0.03267863047495734,1622.7703551677996,19526.568021112063,662.8793499270741,1383.266410808768,195.10345974517398,1829.245567587836,19.244565587175423,1187.297404834668,0,0,0
36,101,8,272,272,36,36,36,0,0,0,550,8150,3730,23812.302164303015,0.6513735130136504,5.781671326230668,7.651315171627809,489.49065201911094,0.4582541888775082,4377.1044324233035,0.017455731059128093,1657.5635850846306,19629.57684216908,667.6174004231008,1396.352072502174,202.84074314252751,1850.1664136204506,19.794268511423397,1189.30915163216,0,0,0
37,101,8,280,280,37,37,37,0,0,0,540,8140,3720,28256.59653734036,0.7006360559594448,4.794220591201041,6.59958620268105,481.3626533063616,0.46291811907980285,4436.526100868005,0.006667495966109731,1761.4550715703685,19833.462230235567,675.6557152375548,1424.706284375488,198.07926477710097,1913.3899968761104,18.761665375964586,1196.0710712971716,0,0,0
38,101,8,288,288,38,38,38,0,0,0,530,8130,3710,28720.57009028593,0.7029048114112603,4.662337964517964,6.449756367899586,474.99078585149795,0.45226938580478254,4426.089501062535,0.002546756839201101,1749.8884976832219,19708.083423869833,667.691861717218,1408.2995308884663,195.0030394278829,1890.6197197197166,18.493395211003644,1179.466292566584,0,0,0
39,101,8,296,296,39,39,39,0,0,0,520,8120,3700,30131.388059174882,0.717710525319895,4.3666732917684685,6.126354602375395,473.9602098811178,0.44589934761208716,4438.0051140157,0.0009727745514935698,1774.1420102351833,19762.39970554324,670.7156691462166,1415.9479414661937,190.58444891249766,1907.1935190204536,17.995261468373023,1182.581079933046,0,0,0
40,101,8,303,303,40,40,40,0,0,0,510,8110,3690,25103.022400692316,0.6087767351406356,5.518222302675945,7.025050931471062,473.77288073737793,0.3989892247329336,4446.747633808263,0.026015886023114106,1598.1979434333357,19200.970853938576,641.0468655531305,1343.1768745153747,179.46526829021047,1786.7714430240655,17.596237435019827,1161.6133884691235,0,0,0
41,101,8,310,310,41,41,41,0,0,0,500,8100,3680,26279.943978629195,0.6628338274262143,5.207379785110962,6.954055563284918,478.81023544523515,0.4480980733953633,4425.951240226663,0.009937184213386255,1690.1129848290675,19579.277871142618,662.2120899914188,1391.5348911390718,195.98998726819477,1857.8661568173156,18.861829284642496,1179.8588678479823,0,0,0
42,101,8,318,318,42,42,42,0,0,0,490,8090,3670,27961.229758886464,0.7015871218918857,4.821090476038575,6.662886518149461,480.53941243337135,0.46658670969907867,4430.670965987685,0.0037956666170446624,1753.4289903002916,19801.16522713572,674.530379354878,1420.6661440373803,200.15906183703794,1905.503658104354,19.032090745990967,1191.7419686519058,0,0,0
43,101,8,325,325,43,43,43,0,0,0,480,8080,3660,24275.94979291609,0.6629691568012018,5.691313739304491,7.595833301705297,486.5680951276281,0.49281625888183983,4427.85070876737,0.0048619456266828336,1709.8282596272154,19767.50539737464,673.5316091918613,1414.7986850867057,214.81691522441778,1883.5624313563321,20.63967813497159,1195.1076043958656,0,0,0
44,101,8,332,332,44,44,44,0,0,0,470,8070,3650,26577.73810445133,0.7049873228747509,5.140185685591708,7.118945110371097,477.7754678153896,0.5045711676599749,4443.836142523415,0.001857097977938935,1764.3918157758333,19801.95021049708,672.3667593473195,1419.9194317501592,217.28934080862828,1901.8433538626348,20.51274297179103,1184.4499434961476,0,0,0
45,101,8,339,339,45,45,45,0,0,0,460,8060,3640,24369.24519675609,0.6863057751530104,5.652075401454873,7.706800430127185,494.49558123356246,0.5568567462263996,4458.121969954363,0.0007093483071339707,1791.6503275911439,20146.17743020126,695.00822005419,1465.0472248289452,235.183262328022,1960.614892399407,22.158715536074236,1227.1468554565856,0,0,0
46,101,8,346,346,46,46,46,0,0,0,450,8050,3630,23523.20383397459,0.6517590185122686,5.8482405180105586,7.7495823298942135,485.58198219140843,0.509627007832753,4447.162448395824,0.002948184625125541,1713.1541812559385,19771.147117959437,672.8050517717875,1415.356000094302,221.62060682805836,1884.8196018937083,21.188849924463465,1195.762556796129,0,0,0
47,101,8,354,354,47,47,47,0,0,0,440,8040,3620,26908.866755768457,0.6981745708140431,5.0657432450636914,6.971433889862002,485.0728876901287,0.507545417986635,4461.953898597213,0.0011261063216880893,1788.468968076185,19986.420479325272,684.3197500989723,1444.8644520689827,215.0319309154963,1941.332044981084,20.235587489037435,1209.7279735014292,0,0,0
48,101,8,361,361,48,48,48,0,0,0,430,8030,3610,25729.32092845511,0.691335016788866,5.303985681234812,7.267526683984462,490.0413558977671,0.5585778631718747,4493.5016592594475,0.0004301343399387273,1828.487902896771,20194.77747164665,695.1686360327573,1472.2969766383967,232.79508630474962,1982.7655778327528,21.592314600050454,1230.7549769935968,0,0,0
49,101,8,369,369,49,49,49,0,0,0,420,8020,3600,27751.528502697853,0.7007538049252363,4.857856395956882,6.714011018174941,467.46985307374655,0.4622602387024359,4409.630906291736,0.003966520845451958,1721.707647865417,19507.50872512237,655.0706042091648,1382.756215686087,201.1133924765722,1853.8149425011084,19.09530522229343,1158.1603068518152,0,0,0
50,101,8,376,376,50,50,50,0,0,0,410,8010,3590,27287.875086251315,0.6927485084499596,4.955947947080091,6.804624736749681,474.2470923077274,0.4736290282039438,4425.724896812745,0.0015150761458776795,1738.993919636859,19671.19578621375,665.3783123454285,1403.6882214197533,204.68181823743004,1882.0562979344743,19.43080742604498,1176.923808605434,0,0,0
51,101,8,383,383,51,51,51,0,0,0,400,8000,3580,27730.04529689614,0.70234498487564,4.858898200463896,6.729826109836231,475.62826051845184,0.4721900898613302,4420.643406112582,0.0005787075921810796,1748.2458063962265,19719.694003747394,668.6491035094556,1409.9990733816194,203.56162763998512,1891.4804299537925,19.340683524462417,1180.496644712002,0,0,0
52,101,8,390,390,52,52,52,0,0,0,390,7990,3570,26043.601254322577,0.6455037859997659,5.224843655714816,6.888759059393431,482.38328652471824,0.459131542169067,4463.411307259827,0.0009236010964421202,1713.321529709863,19721.433770409814,670.2746937634901,1410.054419299485,198.53848164577366,1888.0044141073488,19.006345104770016,1197.7565843775749,0,0,0
53,101,8,397,397,53,53,53,0,0,0,380,7980,3560,27250.448746490187,0.6895944518648708,4.962546963944902,6.795426389102371,467.12905744815794,0.44911167313656286,4410.749814464697,0.0007160119199304892,1698.5442728316089,19438.15412773385,651.7166866493142,1373.1062357408425,198.0459531113145,1835.9706581337994,18.99427005987155,1153.0069110050317,0,0,0
54,101,8,405,405,54,54,54,0,0,0,370,7970,3550,29569.851673431574,0.7137166319993873,4.481342925820962,6.264340376566107,468.94105399892294,0.4390479954505953,4422.109798478027,0.0002734922170633787,1742.1738479620142,19590.535676100746,660.911851375669,1393.8872264266306,190.05537308981735,1874.852117789372,18.107974703825075,1166.8649657443325,0,0,0
55,101,8,412,412,55,55,55,0,0,0,360,7960,3540,27983.648802917618,0.7088356087096183,4.8118641009356145,6.70090186787292,484.41423256576275,0.49585688554038476,4446.533099418048,0.00010446473125964669,1794.682177778578,19991.76197395773,685.5516510164216,1446.4056359243057,208.98836297774534,1947.4450487871495,19.710346162213188,1210.7224922956611,0,0,0
56,101,8,420,420,56,56,56,0,0,0,350,7950,3530,28613.841196933725,0.7226235608955565,4.669614181105177,6.5863618959975545,475.12141342846206,0.46604270794300456,4410.1320646345575,3.9901976715561426e-05,1755.469898904467,19727.273465726375,669.8265793869008,1411.4846277967017,200.38407142765305,1895.5634273273913,19.087599230396805,1179.1215601471702,0,0,0
57,101,8,427,427,57,57,57,0,0,0,340,7940,3520,26376.236977109133,0.6953005167808398,5.153773057002924,7.087093709887473,485.27604282791435,0.4942332014512665,4423.9014434454375,1.5241198887037568e-05,1755.222606468489,19888.675712809974,680.5747421267382,1432.0807901335786,211.47099112627026,1918.5770336667636,20.17705554962133,1202.6733829435627,0,0,0
58,101,8,435,435,58,58,58,0,0,0,330,7930,3510,28001.10058137091,0.7023853034749359,4.799943283490172,6.645013793361275,473.30639622170645,0.4567371172613919,4409.101356339375,5.821619945551282e-06,1731.2612997870926,19630.084705519064,664.0603447969055,1398.739289047816,197.91511506078456,1876.263229012882,18.92785927549344,1173.6055728417139,0,0,0
59,101,8,443,443,59,59,59,0,0,0,320,7920,3500,28622.361285105,0.7080116858924693,4.664658087352616,6.492770749147694,488.9736157847649,0.48119695398400114,4443.043129415412,2.223660949616277e-06,1800.0561410192142,20071.521847838183,692.0160831200328,1457.6045156127004,201.4348171651452,1965.435416058561,19.073243315710208,1224.1563194970433,0,0,0
60,101,8,450,450,60,60,60,0,0,0,310,7910,3490,27004.323723829555,0.698440970158877,5.015998900461508,6.921622201791989,488.59903989005505,0.49599101216311375,4431.228997160417,8.493629032975505e-07,1777.4377392085,20004.923098122796,687.8316001944845,1447.9679444969522,209.941364044272,1945.0572990957771,19.96225294120384,1216.4878173761829,0,0,0
61,101,8,457,457,61,61,61,0,0,0,300,7900,3480,27003.704325257473,0.7028450753069891,5.016084510960101,6.950986787434292,477.8489790445665,0.4812545975143023,4409.835727297875,3.2442776027637407e-07,1743.1572365861782,19739.245519606415,670.7024759546173,1412.809081291318,207.69512580114196,1893.395072707368,19.83210422937415,1184.1672626727545,0,0,0
62,101,8,464,464,62,62,62,0,0,0,290,7890,3470,27002.84970206677,0.7099004770120948,5.016251460148132,6.996300099618814,478.68502625000787,0.5005348552742224,4426.688959533569,1.2392037753157194e-07,1767.5451333295605,19828.34576912132,675.0523542821126,1424.5037965617726,214.3172620148355,1912.2001821186657,20.31619484742412,1190.4174875646281,0,0,0
63,101,8,472,472,63,63,63,0,0,0,280,7880,3460,29475.277254043827,0.7203826318054853,4.5018562180219055,6.335115731553937,475.3712841507357,0.46489013732531087,4438.234086776791,4.733337231834168e-08,1780.8862449251117,19808.038541539616,673.9769058731579,1422.8768014022387,197.6906004161127,1919.4079306117578,18.71343617373249,1189.8680491973637,0,0,0
64,101,8,480,480,64,64,64,0,0,0,270,7870,3450,30420.896612154862,0.7244643335513248,4.305151382337055,6.082673805624557,472.2713258708677,0.44398560113715707,4431.450050488783,1.8079739423453118e-08,1772.1112329315624,19730.014287482372,669.6111176021045,1413.0388085906404,189.25562214208875,1908.1371102000596,17.966212450209706,1182.672834091175,0,0,0
65,101,8,488,488,65,65,65,0,0,0,260,7860,3440,32015.68690807821,0.7268410543946702,4.0071266506806404,5.674570668644618,455.5122577114086,0.41411511093727954,4442.519371984513,6.905845952017663e-09,1752.1132213818316,19407.211759663987,647.9454933458392,1371.70823546677,179.01828233888807,1857.2958410540252,16.941786458139457,1145.422887653536,0,0,0
66,101,8,495,495,66,66,66,0,0,0,250,7850,3430,28299.222708931913,0.6952372194883695,4.765112738099084,6.544575825857455,480.00658537140157,0.4636777115299145,4439.327769298802,2.6377984325998725e-09,1758.2785402171903,19810.086519916735,675.7314578820094,1423.3045775749051,197.4879758390439,1916.2256970358906,18.83559004518148,1198.7287661370417,0,0,0
67,101,8,503,503,67,67,67,0,0,0,240,7840,3420,28734.37970306862,0.72260793440859,4.651756749522001,6.558088882653671,482.4084428864966,0.48262497757349065,4437.991666609886,1.0075493457819524e-09,1790.7545983689206,19943.060753410973,683.4528481204342,1440.7099766665942,203.7090276808294,1941.9965230456473,19.32801607782656,1205.8971652183845,0,0,0
68,101,8,510,510,68,68,68,0,0,0,230,7830,3410,24571.884827182337,0.664729685084412,5.62647385031997,7.5137280434008655,478.4654882938557,0.4651244022918259,4400.365547235039,0.012368198406156715,1672.9754437333474,19514.389461363935,658.9681753948091,1383.149278458491,205.41047921965648,1842.9862136186955,19.969460792337465,1174.3493899222121,0,0,0
69,101,8,517,517,69,69,69,0,0,0,220,7820,3400,26693.247365034174,0.691214471616916,5.114882056276945,6.99791745194124,472.29458585193936,0.46167155529565745,4403.941245102991,0.0047242314115495876,1706.8468404735156,19535.853601699757,658.5776236670376,1386.499511492769,202.04879225914524,1856.1151423132908,19.44490925804582,1167.6732659558327,0,0,0
70,101,8,524,524,70,70,70,0,0,0,210,7810,3390,27504.15378602159,0.7163211605044303,4.9193371304306845,6.893045356262431,482.54407223552687,0.49238272322624405,4423.078765168457,0.0018044958284920503,1771.9380251394348,19889.56741918576,680.4274090526443,1433.3302309624678,209.4784841554332,1926.7044290470149,19.95897431113485,1200.9439293156775,0,0,0
71,101,8,531,531,71,71,71,0,0,0,200,7800,3380,24723.104499405028,0.7014980946968388,5.567718759749669,7.697751178103791,485.2154204990663,0.46941630011269914,4320.204084272422,0.025171288329582583,1673.9599853726907,19595.07047382995,665.9562010330166,1393.8045307095024,206.8277894157636,1853.7331692253929,20.273307679647843,1180.123414998341,0,0,0
72,101,8,538,538,72,72,72,0,0,0,190,7790,3370,21801.791958146467,0.6544470831190714,6.2972313234301724,8.350729179156264,491.2745856709423,0.5106102209055381,4390.601450344442,0.012343757004837641,1674.5678344280882,19719.594442424408,672.9862825089763,1409.2087873313676,224.220443745394,1870.21242505773,21.883888834293273,1199.4735906050269,0,0,0
73,101,8,545,545,73,73,73,0,0,0,180,7780,3360,22541.905927362957,0.6534903068232676,6.094828313058717,8.0862022312354,475.9844108946791,0.4816024246480689,4384.099333637363,0.010819420779048947,1640.8766890966322,19387.493165154305,651.1892347271453,1366.0344095939427,215.8640488929911,1811.659613184816,21.097903887474615,1160.737549378173,0,0,0
74,101,8,552,552,74,74,74,0,0,0,170,7770,3350,22825.222342043813,0.6554999244329223,6.017357081625249,8.00084503830674,488.2199219532545,0.5069798950507288,4410.746625970234,0.006866642774501629,1691.7062763638817,19736.741131617946,673.0116308426152,1411.9659785500244,221.13602068444615,1879.8686879071477,21.438898422434196,1199.5004035322538,0,0,0
75,101,8,559,559,75,75,75,0,0,0,160,7760,3340,26024.227560619365,0.6955151853474483,5.264588911665259,7.232185045471789,468.075722821075,0.4663145123603939,4386.229421701477,0.0034550059063266077,1685.7248166175164,19409.324735153634,651.006477084635,1370.054132258929,206.21150572446174,1829.875231627902,19.937197603267727,1152.3162904724031,0,0,0
76,101,8,566,566,76,76,76,0,0,0,150,7750,3330,27246.13882392694,0.710799654948102,4.9770570563896,6.938583054001088,460.38132342872854,0.4508051731667716,4376.864682979935,0.0021518765799559943,1683.440102296744,19284.321430891643,642.6162634000212,1354.0701526104524,200.49645067002936,1810.9332845463468,19.364255646005194,1134.4141055183954,0,0,0
77,101,8,573,573,77,77,77,0,0,0,140,7740,3320,24343.346088609684,0.6779742092192739,5.662639017713889,7.662673790763914,486.5523865809067,0.4617113677567035,4347.107887158109,0.017046933451833512,1660.8759088379038,19584.07175577828,666.0730967003516,1392.479592776391,203.56524480948252,1851.947609364179,20.027534743491955,1186.260350455567,0,0,0
78,101,8,580,580,78,78,78,0,0,0,130,7730,3310,22892.805130236076,0.6553904753628377,6.0130770008352945,7.987891391325258,483.9203090556883,0.48743624001647007,4390.820195450775,0.010353574611419836,1663.3229456747447,19575.87792115391,663.6262304860326,1390.9171548126021,215.2690583348658,1849.139169600128,21.02060501952864,1184.4356077211519,0,0,0
