snap_index,esn,snap,esn_index,global_index,ww_cycle_index,hpc_cycle_index,hpt_cycle_index,ww_cycle,hpc_cycle,hpt_cycle,to_next_ww_cycle,to_next_hpc_cycle,to_next_hpt_cycle,Altitude,Mach,Pamb,Pt2,TAT,WFuel,VAFN,VBV,Fan_Speed,Core_Speed,T25,T3,Ps3,T45,P25,T5,fault_ww_cycle,fault_hpc_cycle,fault_hpt_cycle
27,101,5,500,500,27,27,27,0,0,0,240,7840,3420,,,,,,,,,,,,,,,,,0,0,0
28,101,5,592,592,28,28,28,0,0,0,110,7710,3290,,,,,,,,,,,,,,,,,0,0,0
29,101,5,614,614,29,29,29,0,0,0,80,7680,3260,,,,,,,,,,,,,,,,,0,0,0
30,101,5,629,629,30,30,30,0,0,0,60,7660,3240,,,,,,,,,,,,,,,,,0,0,0
31,101,5,637,637,31,31,31,0,0,0,50,7650,3230,,,,,,,,,,,,,,,,,0,0,0
32,101,5,645,645,32,32,32,0,0,0,40,7640,3220,,,,,,,,,,,,,,,,,0,0,0
33,101,5,660,660,33,33,33,0,0,0,20,7620,3200,,,,,,,,,,,,,,,,,0,0,0
34,101,5,689,689,0,34,34,1,0,0,880,7580,3160,,,,,,,,,,,,,,,,,0,0,0
35,101,5,697,697,1,35,35,1,0,0,870,7570,3150,,,,,,,,,,,,,,,,,0,0,0
36,101,5,705,705,2,36,36,1,0,0,860,7560,3140,,,,,,,,,,,,,,,,,0,0,0
37,101,5,727,727,3,37,37,1,0,0,830,7530,3110,,,,,,,,,,,,,,,,,0,0,0
38,101,5,763,763,4,38,38,1,0,0,780,7480,3060,,,,,,,,,,,,,,,,,0,0,0
39,101,5,771,771,5,39,39,1,0,0,770,7470,3050,,,,,,,,,,,,,,,,,0,0,0
40,101,5,779,779,6,40,40,1,0,0,760,7460,3040,,,,,,,,,,,,,,,,,0,0,0
41,101,5,787,787,7,41,41,1,0,0,750,7450,3030,,,,,,,,,,,,,,,,,0,0,0
42,101,5,802,802,8,42,42,1,0,0,730,7430,3010,,,,,,,,,,,,,,,,,0,0,0
43,101,5,824,824,9,43,43,1,0,0,700,7400,2980,,,,,,,,,,,,,,,,,0,0,0
44,101,5,874,874,10,44,44,1,0,0,630,7330,2910,,,,,,,,,,,,,,,,,0,0,0
45,101,5,889,889,11,45,45,1,0,0,610,7310,2890,,,,,,,,,,,,,,,,,0,0,0
46,101,5,925,925,12,46,46,1,0,0,560,7260,2840,,,,,,,,,,,,,,,,,0,0,0
47,101,5,933,933,13,47,47,1,0,0,550,7250,2830,,,,,,,,,,,,,,,,,0,0,0
48,101,5,969,969,14,48,48,1,0,0,500,7200,2780,,,,,,,,,,,,,,,,,0,0,0
49,101,5,1012,1012,15,49,49,1,0,0,440,7140,2720,,,,,,,,,,,,,,,,,0,0,0
50,101,5,1020,1020,16,50,50,1,0,0,430,7130,2710,,,,,,,,,,,,,,,,,0,0,0
51,101,5,1091,1091,17,51,51,1,0,0,330,7030,2610,,,,,,,,,,,,,,,,,0,0,0
52,101,5,1106,1106,18,52,52,1,0,0,310,7010,2590,,,,,,,,,,,,,,,,,0,0,0
53,101,5,1135,1135,19,53,53,1,0,0,270,6970,2550,,,,,,,,,,,,,,,,,0,0,0
54,101,5,1143,1143,20,54,54,1,0,0,260,6960,2540,,,,,,,,,,,,,,,,,0,0,0
55,101,5,1186,1186,21,55,55,1,0,0,200,6900,2480,,,,,,,,,,,,,,,,,0,0,0
56,101,5,1194,1194,22,56,56,1,0,0,190,6890,2470,,,,,,,,,,,,,,,,,0,0,0
57,101,5,1209,1209,23,57,57,1,0,0,170,6870,2450,,,,,,,,,,,,,,,,,0,0,0
58,101,5,1224,1224,24,58,58,1,0,0,150,6850,2430,,,,,,,,,,,,,,,,,0,0,0
59,101,5,1246,1246,25,59,59,1,0,0,120,6820,2400,,,,,,,,,,,,,,,,,0,0,0
60,101,5,1254,1254,26,60,60,1,0,0,110,6810,2390,,,,,,,,,,,,,,,,,0,0,0
61,101,5,1297,1297,27,61,61,1,0,0,50,6750,2330,,,,,,,,,,,,,,,,,0,0,0
62,101,5,1305,1305,28,62,62,1,0,0,40,6740,2320,,,,,,,,,,,,,,,,,0,0,0
63,101,5,1327,1327,29,63,63,1,0,0,10,6710,2290,,,,,,,,,,,,,,,,,0,0,0
64,101,5,1342,1342,0,64,64,2,0,0,1110,6690,2270,,,,,,,,,,,,,,,,,0,0,0
65,101,5,1350,1350,1,65,65,2,0,0,1100,6680,2260,,,,,,,,,,,,,,,,,0,0,0
66,101,5,1358,1358,2,66,66,2,0,0,1090,6670,2250,,,,,,,,,,,,,,,,,0,0,0
67,101,5,1373,1373,3,67,67,2,0,0,1070,6650,2230,,,,,,,,,,,,,,,,,0,0,0
68,101,5,1381,1381,4,68,68,2,0,0,1060,6640,2220,,,,,,,,,,,,,,,,,0,0,0
69,101,5,1410,1410,5,69,69,2,0,0,1020,6600,2180,,,,,,,,,,,,,,,,,0,0,0
70,101,5,1474,1474,6,70,70,2,0,0,930,6510,2090,,,,,,,,,,,,,,,,,0,0,0
71,101,5,1503,1503,7,71,71,2,0,0,890,6470,2050,,,,,,,,,,,,,,,,,0,0,0
72,101,5,1511,1511,8,72,72,2,0,0,880,6460,2040,,,,,,,,,,,,,,,,,0,0,0
73,101,5,1533,1533,9,73,73,2,0,0,850,6430,2010,,,,,,,,,,,,,,,,,0,0,0
74,101,5,1555,1555,10,74,74,2,0,0,820,6400,1980,,,,,,,,,,,,,,,,,0,0,0
75,101,5,1598,1598,11,75,75,2,0,0,760,6340,1920,,,,,,,,,,,,,,,,,0,0,0
76,101,5,1613,1613,12,76,76,2,0,0,740,6320,1900,,,,,,,,,,,,,,,,,0,0,0
77,101,5,1621,1621,13,77,77,2,0,0,730,6310,1890,,,,,,,,,,,,,,,,,0,0,0
78,101,5,1636,1636,14,78,78,2,0,0,710,6290,1870,,,,,,,,,,,,,,,,,0,0,0
79,101,5,1658,1658,15,79,79,2,0,0,680,6260,1840,,,,,,,,,,,,,,,,,0,0,0
80,101,5,1666,1666,16,80,80,2,0,0,670,6250,1830,,,,,,,,,,,,,,,,,0,0,0
81,101,5,1674,1674,17,81,81,2,0,0,660,6240,1820,,,,,,,,,,,,,,,,,0,0,0
82,101,5,1724,1724,18,82,82,2,0,0,590,6170,1750,,,,,,,,,,,,,,,,,0,0,0
83,101,5,1767,1767,19,83,83,2,0,0,530,6110,1690,,,,,,,,,,,,,,,,,0,0,0
84,101,5,1782,1782,20,84,84,2,0,0,510,6090,1670,,,,,,,,,,,,,,,,,0,0,0
85,101,5,1790,1790,21,85,85,2,0,0,500,6080,1660,,,,,,,,,,,,,,,,,0,0,0
86,101,5,1798,1798,22,86,86,2,0,0,490,6070,1650,,,,,,,,,,,,,,,,,0,0,0
87,101,5,1813,1813,23,87,87,2,0,0,470,6050,1630,,,,,,,,,,,,,,,,,0,0,0
88,101,5,1821,1821,24,88,88,2,0,0,460,6040,1620,,,,,,,,,,,,,,,,,0,0,0
89,101,5,1836,1836,25,89,89,2,0,0,440,6020,1600,,,,,,,,,,,,,,,,,0,0,0
90,101,5,1844,1844,26,90,90,2,0,0,430,6010,1590,,,,,,,,,,,,,,,,,0,0,0
91,101,5,1866,1866,27,91,91,2,0,0,400,5980,1560,,,,,,,,,,,,,,,,,0,0,0
92,101,5,1874,1874,28,92,92,2,0,0,390,5970,1550,,,,,,,,,,,,,,,,,0,0,0
93,101,5,1910,1910,29,93,93,2,0,0,340,5920,1500,,,,,,,,,,,,,,,,,0,0,0
94,101,5,1925,1925,30,94,94,2,0,0,320,5900,1480,,,,,,,,,,,,,,,,,0,0,0
95,101,5,1940,1940,31,95,95,2,0,0,300,5880,1460,,,,,,,,,,,,,,,,,0,0,0
96,101,5,1983,1983,32,96,96,2,0,0,240,5820,1400,,,,,,,,,,,,,,,,,0,0,0
97,101,5,2012,2012,33,97,97,2,0,0,200,5780,1360,,,,,,,,,,,,,,,,,0,0,0
98,101,5,2027,2027,34,98,98,2,0,0,180,5760,1340,,,,,,,,,,,,,,,,,0,0,0
99,101,5,2042,2042,35,99,99,2,0,0,160,5740,1320,,,,,,,,,,,,,,,,,0,0,0
100,101,5,2078,2078,36,100,100,2,0,0,110,5690,1270,,,,,,,,,,,,,,,,,0,0,0
101,101,5,2107,2107,37,101,101,2,0,0,70,5650,1230,,,,,,,,,,,,,,,,,0,0,0
102,101,5,2115,2115,38,102,102,2,0,0,60,5640,1220,,,,,,,,,,,,,,,,,0,0,0
103,101,5,2123,2123,39,103,103,2,0,0,50,5630,1210,,,,,,,,,,,,,,,,,0,0,0
104,101,5,2166,2166,0,104,104,3,0,0,1020,5570,1150,,,,,,,,,,,,,,,,,0,0,0
105,101,5,2174,2174,1,105,105,3,0,0,1010,5560,1140,,,,,,,,,,,,,,,,,0,0,0
106,101,5,2182,2182,2,106,106,3,0,0,1000,5550,1130,,,,,,,,,,,,,,,,,0,0,0
107,101,5,2197,2197,3,107,107,3,0,0,980,5530,1110,,,,,,,,,,,,,,,,,0,0,0
108,101,5,2226,2226,4,108,108,3,0,0,940,5490,1070,,,,,,,,,,,,,,,,,0,0,0
109,101,5,2234,2234,5,109,109,3,0,0,930,5480,1060,,,,,,,,,,,,,,,,,0,0,0
110,101,5,2249,2249,6,110,110,3,0,0,910,5460,1040,,,,,,,,,,,,,,,,,0,0,0
111,101,5,2264,2264,7,111,111,3,0,0,890,5440,1020,,,,,,,,,,,,,,,,,0,0,0
112,101,5,2272,2272,8,112,112,3,0,0,880,5430,1010,,,,,,,,,,,,,,,,,0,0,0
113,101,5,2280,2280,9,113,113,3,0,0,870,5420,1000,,,,,,,,,,,,,,,,,0,0,0
114,101,5,2302,2302,10,114,114,3,0,0,840,5390,970,,,,,,,,,,,,,,,,,0,0,0
115,101,5,2338,2338,11,115,115,3,0,0,790,5340,920,,,,,,,,,,,,,,,,,0,0,0
116,101,5,2381,2381,12,116,116,3,0,0,730,5280,860,,,,,,,,,,,,,,,,,0,0,0
117,101,5,2396,2396,13,117,117,3,0,0,710,5260,840,,,,,,,,,,,,,,,,,0,0,0
118,101,5,2411,2411,14,118,118,3,0,0,690,5240,820,,,,,,,,,,,,,,,,,0,0,0
119,101,5,2419,2419,15,119,119,3,0,0,680,5230,810,,,,,,,,,,,,,,,,,0,0,0
120,101,5,2427,2427,16,120,120,3,0,0,670,5220,800,,,,,,,,,,,,,,,,,0,0,0
121,101,5,2435,2435,17,121,121,3,0,0,660,5210,790,,,,,,,,,,,,,,,,,0,0,0
122,101,5,2443,2443,18,122,122,3,0,0,650,5200,780,,,,,,,,,,,,,,,,,0,0,0
123,101,5,2451,2451,19,123,123,3,0,0,640,5190,770,,,,,,,,,,,,,,,,,0,0,0
124,101,5,2501,2501,20,124,124,3,0,0,570,5120,700,29689.569515887342,0.6637445399509629,4.440872200984391,5.950132594186791,460.9719504777399,0.46389215363154757,4539.597718521898,0.00014651956034044476,1788.8528963672757,19608.514661548954,659.076591125929,1399.9851998599718,193.8324495802101,1922.7712503560692,18.140689939528688,1191.9092270722256,0,0,0
125,101,5,2509,2509,21,125,125,3,0,0,560,5110,690,29684.107230173056,0.6638379639911367,4.441993321089899,5.952113288850064,461.10671816741205,0.46443507694814234,4539.681715949976,0.0001453567066869492,1789.4676284676796,19612.36155837185,659.3521770650726,1400.526910194863,193.9595220764407,1923.8242101867138,18.154120582877983,1192.5499013337112,0,0,0
126,101,5,2517,2517,22,126,126,3,0,0,550,5100,680,29678.72309069049,0.6632890035291346,4.443098496148569,5.950908259993904,461.04293226386227,0.46077810783831447,4540.590575337653,0.00014421216568941416,1789.4286342616883,19615.34786232117,659.3555141160816,1401.4419557352057,194.447281405704,1924.78289079765,18.156508010518074,1187.9597429839314,0,0,0
127,101,5,2532,2532,23,127,127,3,0,0,530,5080,660,29673.430890887343,0.6633643467994293,4.444184705821459,5.952743929928166,461.0730289289304,0.46109246819173744,4540.592146102216,0.0001430855081449656,1789.6186891965876,19616.220919350977,659.4467360115026,1401.584422751707,194.51238180575754,1925.229588764106,18.16584181513446,1188.287029294127,0,0,0
128,101,5,2540,2540,24,128,128,3,0,0,520,5070,650,29683.081205809824,0.6631454990545694,4.442286379074161,5.949167256183115,461.06995751235405,0.46101444873735337,4541.02037765573,0.00014197631815934572,1789.7695214035064,19616.464248166805,659.4961261606796,1401.6547264899582,194.41061461491114,1925.6709610121093,18.158741757011683,1188.6421931050327,0,0,0
129,101,5,2548,2548,25,129,129,3,0,0,510,5060,640,29690.521515887343,0.6631248332285566,4.440789742930495,5.94704672655754,461.0132327555474,0.4609808019929171,4541.156782788398,0.00014088419263504306,1789.7894904993475,19615.464753329234,659.4653396812405,1401.5579016011075,194.34876188848955,1925.8286281486237,18.155873029102846,1188.7854309410616,0,0,0
130,101,5,2563,2563,26,130,130,3,0,0,490,5040,620,29685.252813597268,0.6625980786643454,4.441870359805386,5.945917168523648,460.9521081422729,0.4574618645731238,4542.0266306921885,0.00013980874078286715,1789.7492299940611,19618.330835413453,659.4681798722647,1402.4360187684001,194.8159125808544,1926.009127271301,18.15817629921885,1184.365224837976,0,0,0
131,101,5,2606,2606,27,131,131,3,0,0,430,4980,560,29689.942728008555,0.6625408276067933,4.440873160889768,5.944286377713996,460.8001630355405,0.45736972192893943,4542.171458289626,0.00013874958365572422,1789.4879800993572,19614.957612108694,659.2859052160451,1402.0268763652025,194.7459824485636,1925.715790687831,18.155293241628332,1184.2638097033964,0,0,0
132,101,5,2635,2635,28,132,132,3,0,0,390,4940,520,29694.456854233205,0.6626634902684605,4.439909976741529,5.943593800456313,460.8434740841431,0.4577269778304305,4542.2329019510535,0.00013770635370342554,1789.9693392190304,19616.957370095795,659.4394549343025,1402.324053939922,194.78654289624546,1926.4746148067707,18.161065281847176,1184.7655674946977,0,0,0
133,101,5,2650,2650,29,133,133,3,0,0,370,4920,500,29689.291665141074,0.6628684790096369,4.440969724042082,5.94609729782243,460.90333846380065,0.4580996018995628,4542.028612614277,0.00013667869434742983,1790.1821331135038,19618.307949345177,659.5711642763939,1402.528446458463,194.85789133103688,1927.0040636792144,18.17204790629419,1185.1752519085094,0,0,0
134,101,5,2672,2672,30,134,134,3,0,0,340,4890,470,29684.188182554008,0.6624903642173261,4.442016989445778,5.945610110385281,460.9083649984106,0.45826251638328513,4542.65518930974,0.0001356662595744859,1790.2911507040749,19618.606903294305,659.6173855052243,1402.6018312723706,194.84433808327248,1927.4285200598358,18.173289284534675,1185.5800801577445,0,0,0
135,101,5,2680,2680,31,135,135,3,0,0,330,4880,460,29689.03475118146,0.6623623980347721,4.44099622815691,5.943611104784701,460.8215180061684,0.45821692129889474,4542.917047102088,0.00013466871354820292,1790.2005852477623,19616.80274711989,659.5348715725797,1402.4004367969696,194.77290004518252,1927.4534306228934,18.16988747869361,1185.6893292385905,0,0,0
136,101,5,2695,2695,32,136,136,3,0,0,310,4860,440,29684.007647274204,0.6620008546636823,4.442028011553875,5.9431836511119664,460.799603903992,0.45835935716839066,4543.515979052138,0.0001336857302376321,1790.2497429201694,19616.510742373448,659.5411917354314,1402.3960496963273,194.7601289567259,1927.7598812047138,18.171189196684008,1186.0109111542852,0,0,0
137,101,5,2717,2717,33,137,137,3,0,0,280,4830,410,29691.75629849604,0.6619152684374802,4.440485151327222,5.9406960752394,460.7293797354089,0.4582965546946966,4543.724345412158,0.0001327169930619971,1790.2109332370096,19615.117335206203,659.4873147954249,1402.250402668723,194.67609838665118,1927.8733077762986,18.166648456326108,1186.1699361166452,0,0,0
138,101,5,2739,2739,34,138,138,3,0,0,250,4800,380,29697.659645383745,0.6618114246641701,4.439277761577351,5.9385669313780145,460.5599040633485,0.4581460898507399,4543.924431910604,0.0001317621945507597,1789.8977524512184,19611.330219451396,659.2785072302826,1401.7920728006177,194.5874794287345,1927.521234194961,18.161975788173752,1186.032423878913,0,0,0
139,101,5,2747,2747,35,139,139,3,0,0,240,4790,370,29692.678658744488,0.6617959143012383,4.440299710091378,5.939835669951329,460.5102294693474,0.4577958829025185,4543.200070133546,0.0001467931029663464,1789.0204987656007,19607.579014180275,659.1302289346099,1401.3433729524677,194.4348936170292,1927.0399494104079,18.15623110572655,1186.001987634835,0,0,0
140,101,5,2776,2776,36,140,140,3,0,0,200,4750,330,29687.76832439798,0.6619276237929497,4.441307162881802,5.9418663710316775,460.463769929059,0.45803612387781095,4543.080911589167,0.00014575201712970566,1788.989299728043,19606.59247336877,659.1024046343573,1401.2425226732823,194.4849955699121,1927.1330237769735,18.164993179649322,1186.1255992765805,0,0,0
141,101,5,2812,2812,37,141,141,3,0,0,150,4700,280,29682.927149690157,0.6619913724728314,4.442300426196304,5.943513528454709,460.3829227405016,0.45819733324818696,4543.037716767159,0.00014472559447386267,1788.8481258175202,19604.735927568283,659.0189037853952,1401.029392849263,194.51330810991146,1927.0694283403113,18.171835567232744,1186.1610346519471,0,0,0
142,101,5,2834,2834,38,142,142,3,0,0,120,4670,250,29688.31452288035,0.6619855024896487,4.441188663012571,5.941981344861526,460.2375441452932,0.45811015646112,4543.10651076018,0.00014371352737963983,1788.6032670944874,19601.53907165871,658.8491541579014,1400.6483874325936,194.44649873944743,1926.8205098089097,18.16937024094608,1186.0744499910438,0,0,0
143,101,5,2849,2849,39,143,143,3,0,0,100,4650,230,29683.543738109565,0.6620173390521038,4.4421674454519176,5.943440739717297,460.19681761821056,0.45832082588588297,4543.1298664731885,0.00014271551677283678,1788.5853598874546,19600.700864282997,658.829557180533,1400.5702817000683,194.4799598592147,1926.9656579847822,18.176324282518895,1186.243171551739,0,0,0
144,101,5,2857,2857,40,144,144,3,0,0,90,4640,220,29678.831860714927,0.6620791500678558,4.443134225507705,5.945042960306158,460.11948418052566,0.45847857819191684,4543.087227717263,0.00014173127182957583,1788.4498926084639,19598.92355226406,658.7508586952329,1400.3681809548323,194.5068720329321,1926.9166052519997,18.182989161827276,1186.2865133408816,0,0,0
145,101,5,2893,2893,41,145,145,3,0,0,40,4590,170,29674.184529585975,0.6622113133303019,4.444087762001084,5.947005927790071,460.0309540560712,0.45864673551844704,4542.938006405352,0.00014076050969375682,1788.288100003749,19596.88679590315,658.6567611978408,1400.1322323820461,194.54298154999057,1926.8119653070696,18.19076539140387,1186.2844330976368,0,0,0
146,101,5,2908,2908,42,146,146,3,0,0,20,4570,150,29676.49838663564,0.6621381066956311,4.44353368376005,5.94588896951208,459.97118684677133,0.45868033054501955,4543.121825015782,0.00013980295520604419,1788.2588400065508,19595.72351451188,658.6156105731501,1400.0172569860122,194.5009280012064,1926.9535062257632,18.19019536303513,1186.4562421593973,0,0,0
147,101,5,2930,2930,0,147,147,4,0,0,930,4540,120,29671.92962399545,0.6621254839162305,4.444471635582895,5.947061762391197,459.96828967615784,0.4583699245583471,4542.422325433828,0.00015567163657376215,1787.5015136803704,19593.04484284337,658.5394287562434,1399.7135953105162,194.35342728225785,1926.6900333509343,18.18500587480591,1186.560764124128,0,0,0
148,101,5,2952,2952,1,148,148,4,0,0,900,4510,90,29667.422187028285,0.6622009770234608,4.445396997448387,5.948682305365128,460.0510796282198,0.45867461911841734,4542.391754376959,0.0001546268604893745,1787.7419968811098,19594.776920795124,658.6964025599435,1399.9594571507366,194.39788385585183,1927.2816196642827,18.192943864156376,1187.0146864108967,0,0,0
149,101,5,2967,2967,2,149,149,4,0,0,880,4490,70,29662.974849220675,0.6622338837530971,4.446310021155671,5.950060518457612,460.07242743829147,0.4589466176618191,4542.434021216677,0.00015359601475277865,1787.8900721939413,19595.326602650966,658.767722525594,1400.0498507175607,194.44341293622628,1927.6573775822599,18.200483718135676,1187.3177688474664,0,0,0
150,101,5,2975,2975,3,150,150,4,0,0,870,4480,60,29658.59303906615,0.6622096125891146,4.447209513295557,5.9511220236870335,460.0773717552655,0.4591648695156495,4542.543811511967,0.000152578822602098,1787.977079392644,19595.440416869435,658.8103005893007,1400.083392398191,194.4727481500135,1927.9529096468411,18.206489348218362,1187.5796089931473,0,0,0
151,101,5,3011,3011,4,151,151,4,0,0,820,4430,10,29654.26230536103,0.6621620357757516,4.448098599086646,5.952049587514781,460.2017077404825,0.4594177468759236,4542.668516366759,0.00015157501455866315,1788.2542295306534,19597.910089837933,659.0204282822941,1400.4305969564164,194.4851991277811,1928.705830192667,18.21151401329108,1188.1700072957567,0,0,0
152,101,5,3033,3033,5,152,0,4,0,1,790,4400,3900,29649.98818255401,0.6620319047423843,4.4489760628412505,5.952543327265318,460.1557858954546,0.4592765287239918,4542.637067351468,0.00015058432818899868,1787.9042898969724,19596.372335629676,658.9067326283163,1400.2358195426514,194.4521648895155,1928.2197919001926,18.208434449740142,1187.9674534445016,0,0,0
153,101,5,3048,3048,6,153,1,4,0,1,770,4380,3880,29654.04229510812,0.6620126907821607,4.4481103780306475,5.951276563579891,460.20490478407305,0.45930991063917115,4542.7562178544185,0.0001496065078760831,1788.115665509301,19598.026031813162,658.9819671499894,1400.4655821195233,194.43992248903928,1928.4141564994088,18.205218124273628,1188.123798702403,0,0,0
154,101,5,3056,3056,7,154,2,4,0,1,760,4370,3870,29649.824741693796,0.6619799053109768,4.448976443679102,5.952250067001549,460.3243185344665,0.4594853574677396,4542.8538227442,0.00014864130459946322,1788.371589174373,19600.85431129595,659.142824006,1400.8477458432044,194.47888699265394,1928.7823560574116,18.207452888426257,1188.4216152374483,0,0,0
155,101,5,3071,3071,8,155,3,4,0,1,740,4350,3850,29645.661259477085,0.6618433478085497,4.449831405921808,5.952682618814662,460.4240443575635,0.45964541994035624,4543.114897740297,0.00014768847572382563,1788.624388836144,19603.4179268307,659.2792693321231,1401.1966257360777,194.51068201051183,1929.1300110873547,18.20841857989521,1188.708390668474,0,0,0
156,101,5,3093,3093,9,156,4,4,0,1,710,4320,3820,29653.39794900836,0.661888702204932,4.4483024172659045,5.9508426893303845,460.2842460861531,0.45947133183710787,4543.109025688718,0.0001467477847956484,1788.3959655555152,19600.76223526109,659.0773986225255,1400.8628581467692,194.46490634066404,1928.5311841292757,18.202652549376957,1188.335295732001,0,0,0
157,101,5,3136,3136,10,157,5,4,0,1,650,4260,3760,29661.777212089877,0.661818646979224,4.446658985767973,5.948300887978767,460.3964316592502,0.45937630343301444,4543.254663573669,0.0001458190013475747,1788.6290727291039,19603.337604213702,659.2343377135148,1401.221739797644,194.38511858445423,1928.9353006031222,18.194575920742246,1188.6681955711542,0,0,0
158,101,5,3158,3158,11,158,6,4,0,1,620,4230,3730,29657.623402679797,0.6619067748570936,4.447511025695712,5.94989265228319,460.4793021355074,0.459604856332655,4543.196883038988,0.00014490190071016855,1788.8589407932486,19605.534214367588,659.3537053118312,1401.5232573966823,194.45227230310337,1929.2096119449561,18.19959475370254,1188.8757993277147,0,0,0
159,101,5,3201,3201,12,159,7,4,0,1,560,4170,3670,29665.74026588734,0.6619599386202057,4.445916797972226,5.94800273512844,460.4805817710203,0.45955701241864694,4543.207731697839,0.00014399626383073,1788.9705187782122,19606.10455310477,659.3668336893627,1401.617392122012,194.4145072485489,1929.254729096498,18.194809457257968,1188.9246447182963,0,0,0
160,101,5,3230,3230,13,160,8,4,0,1,520,4130,3630,29661.613441353184,0.6619647027158024,4.446762863415121,5.949145420902266,460.4369577839482,0.4598551008434293,4543.367709224295,0.0001431018770988621,1789.1682492993943,19606.409442714365,659.3340044177962,1401.673002735077,194.52467295855067,1929.2518121783419,18.201468781911657,1188.8991899606858,0,0,0
161,101,5,3238,3238,14,161,9,4,0,1,510,4120,3620,29657.53756527006,0.662071296984629,4.447598483605636,5.950815684540769,460.3628325225281,0.45994524427160094,4543.250641149942,0.00014221853217849875,1789.0330292110505,19605.06350567393,659.2228836743093,1401.5101085243457,194.58098138840944,1928.876695020517,18.205965977975723,1188.6776470781037,0,0,0
162,101,5,3246,3246,15,162,10,4,0,1,500,4110,3610,29653.505564967098,0.6621004422541789,4.448425183421191,5.952060702392984,460.43743297113065,0.460149892855159,4543.275023954075,0.00014134602584611533,1789.2460513240164,19607.078766083887,659.33258802365,1401.7920474721454,194.63614960502542,1929.155756438215,18.210039842289383,1188.8956520117615,0,0,0
163,101,5,3254,3254,16,163,11,4,0,1,490,4100,3600,29649.528832960517,0.6619540613114766,4.449240477023979,5.952393291374214,460.43788745727835,0.4602667447894677,4543.55522154314,0.00014048415983485853,1789.328736412198,19607.616413989326,659.3355946287468,1401.8802310565536,194.6692192520139,1929.1911634256383,18.21129946578072,1188.9637921953845,0,0,0
