snap_index,esn,snap,esn_index,global_index,ww_cycle_index,hpc_cycle_index,hpt_cycle_index,ww_cycle,hpc_cycle,hpt_cycle,to_next_ww,to_next_hpc_cycle,to_next_hpt_cycle,Altitude,Mach,Pamb,Pt2,TAT,WFuel,VAFN,VBV,Fan_Speed,Core_Speed,T25,T3,Ps3,T45,P25,T5,fault_ww_cycle,fault_hpc_cycle,fault_hpt_cycle
28,101,1,207,207,28,28,28,0,0,0,630,8230,3810,1112.3215158873452,0.1029719679700097,14.121870685818624,14.159968424667698,493.47656435585714,1.1827651342533338,6196.675400547952,0.0,1848.98176956158,20500.03540870103,689.5698072915378,1507.1760108729245,481.7996892165661,2039.3593255285891,40.34734740143764,1313.452842705056,0,0,0
29,101,1,214,214,29,29,29,0,0,0,620,8220,3800,-280.6784841126547,0.1028459637509546,14.830054196842848,14.869782433374688,509.7022993242169,1.1348924049374525,6303.70337936357,0.0,1797.1873662652422,20573.462247453757,701.2034225272087,1517.4270047762543,466.15949943452,2037.0134171724303,40.17025150520174,1335.6286842642742,0,0,0
30,101,1,221,221,30,30,30,0,0,0,610,8210,3790,556.3215158873453,0.1021529703484735,14.395832092100312,14.43290816730608,502.0248188938462,1.1088547992531752,6291.498725427256,0.0,1794.7754498963045,20452.803481599687,692.2184733115191,1501.381200586576,457.8806944527858,2017.4822232153576,39.300046232790784,1318.347556374271,0,0,0
31,101,1,229,229,31,31,31,0,0,0,600,8200,3780,838.3215158873453,0.10271996698248,14.256880443590534,14.294804352283998,539.9034621952723,1.2161456616044692,6234.92803929535,0.0,1904.388983389481,21332.55543386361,750.5741631039374,1621.2475742477195,471.3241881551707,2196.458460278283,40.08772538642661,1434.072221334358,0,0,0
32,101,1,237,237,32,32,32,0,0,0,590,8190,3770,-94.67848411265471,0.1024049638854227,14.72392262200691,14.762396227608866,515.1026009615186,1.1686418293041685,6276.743900880736,0.0,1828.6926030123725,20747.960106547074,711.7916832288786,1541.2119295613556,472.7716888097953,2075.5490383175897,40.51040375887905,1356.8138538423705,0,0,0
33,101,1,244,244,33,33,33,0,0,0,580,8180,3760,-43.67848411265472,0.1032869710670671,14.694822028906732,14.73516065105186,533.1535764727114,1.233765425445567,6240.3736343366245,0.0,1886.6892311168715,21184.56926893986,740.4113409129382,1600.8305080310274,483.30715564536007,2165.6885188304914,41.15500249998458,1413.710590963492,0,0,0
34,101,1,252,252,34,34,34,0,0,0,570,8170,3750,585.3215158873453,0.1022159650074205,14.381542738175549,14.41871679983211,530.8763919585745,1.2194042112629258,6231.689297224043,0.0,1892.2318152376197,21168.40983940568,738.6807367505216,1598.710915126548,477.226046234713,2165.2665675974595,40.531843853556246,1410.6724901028754,0,0,0
35,101,1,259,259,35,35,35,0,0,0,560,8160,3740,989.3215158873452,0.1020899682389459,14.182477255913312,14.218870986812036,537.1848832396413,1.2299805200492966,6217.400469823292,0.0,1915.0008237606623,21326.535426852748,749.1023466025512,1620.5755944102673,475.4916971706722,2199.456800740683,40.28259854315806,1431.8008510109862,0,0,0
36,101,1,266,266,36,36,36,0,0,0,550,8150,3730,94.32151588734529,0.1019639640198907,14.623476282212074,14.66072795012084,526.3630672091298,1.2189118912510195,6243.953571035542,0.0,1875.2715073689803,21052.735011725938,731.1892315331856,1582.971955182066,481.2323792212708,2140.969932210138,40.96768843558474,1395.9447263445556,0,0,0
37,101,1,273,273,37,37,37,0,0,0,540,8140,3720,192.32151588734527,0.103727970932599,14.575188120673214,14.616167272505756,554.3524917272197,1.232642374544605,6257.557200046183,0.0,1908.8278306085317,21547.86724002387,767.6579486736871,1651.485806343928,472.1594132855348,2236.866877599796,40.47164304917612,1469.4296618007163,0,0,0
38,101,1,281,281,38,38,38,0,0,0,530,8130,3710,1384.3215158873452,0.1032239689575395,13.987846400731176,14.026111794551351,508.3577625830721,1.1374004637428063,6243.8336049780055,0.0,1839.7951239909291,20681.72818005163,705.9378741409523,1532.8540717377136,459.4810483457642,2070.730403428203,39.12465423658151,1346.7264432015304,0,0,0
39,101,1,289,289,39,39,39,0,0,0,520,8120,3700,134.32151588734527,0.1015859662638864,14.603766828522742,14.64015035478833,513.7332676994059,1.159978503926543,6277.949276884151,0.0,1827.5163397239623,20724.082246785714,710.2828774912342,1538.4403867015208,469.2303874990921,2073.497616546086,40.23169271179966,1355.199943094572,0,0,0
40,101,1,297,297,40,40,40,0,0,0,510,8110,3690,920.3215158873452,0.1030349700795373,14.216476063527406,14.254963373729437,517.3697854171721,1.1743610973273526,6239.584530936957,0.0,1859.812555045633,20874.33731961245,719.0169251541863,1559.018350831432,468.2825298030796,2108.6678743256603,39.87338236950619,1372.7745002444385,0,0,0
41,101,1,304,304,41,41,41,0,0,0,500,8100,3680,1282.3215158873452,0.1017749651418886,14.038105507638967,14.073472510639965,557.9150045721481,1.1905112205389017,6266.662756692558,0.0,1912.988109908324,21607.77961318639,772.5226266238749,1660.2933124009717,453.5324673352279,2251.5108127737685,38.951284152153626,1480.862412451568,0,0,0
42,101,1,311,311,42,42,42,0,0,0,490,8090,3670,537.3215158873453,0.1034759699450693,14.405194082602742,14.44514755256356,534.0593413461888,1.2292949973236975,6225.945886918756,0.0,1899.1765499153205,21233.90126360694,743.516252465589,1608.264554550769,478.29816367672015,2180.9638552643746,40.67244291381958,1421.720886437765,0,0,0
43,101,1,319,319,43,43,43,0,0,0,480,8080,3660,680.3215158873453,0.1027829690920076,14.334732785663387,14.372998910947809,532.2410142572863,1.222684399136668,6226.578418258592,0.0,1897.219152521377,21202.00284415172,741.2142738673497,1603.9466561330166,476.4861131414544,2175.3394258310227,40.50535913706169,1417.3756315023345,0,0,0
44,101,1,326,326,44,44,44,0,0,0,470,8070,3650,-229.67848411265476,0.1020899682389459,14.80095360374267,14.838934410112342,527.2673285968367,1.26618521830981,6219.033892939576,0.0,1895.968552017136,21130.06550368894,735.2784092866532,1593.8301424958197,495.5746585801669,2161.4597036871164,41.99790609056009,1405.1732898662146,0,0,0
45,101,1,333,333,45,45,45,0,0,0,460,8060,3640,159.32151588734527,0.1018379672514162,14.59144841996691,14.628345747166996,529.9667174731378,1.225728268265907,6241.919031766843,0.0,1883.593485265588,21128.459724855587,736.7268323972344,1593.929915942141,480.5988661863527,2159.110000771797,40.966548865415135,1408.6365899412558,0,0,0
46,101,1,340,340,46,46,46,0,0,0,450,8050,3630,354.3215158873453,0.1017119704829416,14.495364833231427,14.531748578781077,527.7100896154653,1.2096259063580324,6246.42631856723,0.0,1876.396493466772,21073.506823306383,733.2179454210203,1586.5274859630922,475.9932598320099,2148.3516822048578,40.62092305753912,1401.918547430445,0,0,0
47,101,1,347,347,47,47,47,0,0,0,440,8040,3620,1117.3215158873452,0.1023419692264757,14.119407004107456,14.15616842942448,554.772031228148,1.1935988979437404,6264.725412893946,0.0,1907.5921605018636,21547.93442929056,768.3855216056185,1652.333641124678,456.0326835051538,2241.137390091504,39.19481876059704,1473.5387834726616,0,0,0
48,101,1,355,355,48,48,48,0,0,0,430,8030,3610,1470.3215158873452,0.1033499657260141,13.94547107529912,13.983884842082896,520.081286764808,1.1865472060013789,6213.361901744338,0.0,1884.268064226457,20986.990405732307,725.7781975063064,1574.848196436821,467.57851691174113,2137.063787333354,39.65734326305429,1387.562919422559,0,0,0
49,101,1,362,362,49,49,49,0,0,0,420,8020,3600,1774.3215158873452,0.1020899682389459,13.79567922726021,13.831080393664523,474.0751514652121,1.0165194395925636,6303.971894986292,0.0,1735.0496720305766,19852.506350176107,652.8086425559494,1422.790531313166,435.1381107130568,1910.5571741853928,37.42421933700212,1245.238314093744,0,0,0
50,101,1,370,370,50,50,50,0,0,0,410,8010,3590,190.32151588734527,0.1056179671632013,14.576173593357682,14.621356090224484,527.3436889916122,1.1685241125169414,6272.829381765072,0.0,1844.5673896543424,20971.41739780658,728.5198981173709,1572.8077116661134,464.5395577555684,2123.783517844509,40.0469738823864,1393.6308252309775,0,0,0
51,101,1,377,377,51,51,51,0,0,0,400,8000,3580,-5.67848411265472,0.1025939702140054,14.67313923404778,14.711894052652736,532.6877395815324,1.2343317707825543,6241.861963748478,0.0,1886.504307322067,21175.30474965748,740.4118535891828,1600.755556951351,482.1516689710589,2169.7016130271936,41.17826348096478,1416.9275106014895,0,0,0
52,101,1,384,384,52,52,52,0,0,0,390,7990,3570,214.32151588734527,0.1017119704829416,14.564347921144083,14.60090481605194,543.4878693479508,1.2394606788642617,6246.42631856723,0.0,1904.240691554036,21381.197413093287,755.2054278155964,1629.2588538640518,477.6438193345447,2210.962266658551,40.85115257077664,1446.9999752708109,0,0,0
53,101,1,391,391,53,53,53,0,0,0,380,7980,3560,474.3215158873453,0.1028459637509546,14.436236472163436,14.47490971027729,520.0706033238213,1.1955423140492722,6241.839350891214,0.0,1863.3968640327348,20923.52094995961,722.9379820277975,1566.4573306986877,474.3615182761726,2121.3286368500712,40.50327749884547,1382.523542371032,0,0,0
54,101,1,398,398,54,54,54,0,0,0,370,7970,3550,668.3215158873453,0.1064369647847375,14.340645621770188,14.38691252752626,526.0091714310466,1.214747725140047,6215.4842258267945,0.0,1885.4440057368208,21075.83162891941,732.8344047433517,1587.3314503102854,476.3960535678492,2153.59471630947,40.57259519601281,1402.1660024698367,0,0,0
55,101,1,406,406,55,55,55,0,0,0,360,7960,3540,668.3215158873453,0.101648968373414,14.340645621770188,14.37650727337984,540.7817095395735,1.2141960318292484,6249.0908153971,0.0,1897.5609346686824,21321.471059932912,751.3547336879902,1621.3119037881204,469.3918428922691,2200.240499556844,40.19773802887899,1439.9957321075915,0,0,0
56,101,1,413,413,56,56,56,0,0,0,350,7950,3530,1676.3215158873452,0.1039169698106012,13.843967388799069,13.883286310407923,534.5198251127746,1.196184188557207,6214.785167339507,0.0,1907.6822412029871,21262.02105640305,745.8103880329095,1613.2650277737189,462.4300714301029,2193.7787869231524,39.36801350230586,1429.0731165835282,0,0,0
57,101,1,421,421,57,57,57,0,0,0,340,7940,3520,400.3215158873453,0.1061849637972078,14.472698961488698,14.518826921819713,544.4894901726412,1.2326143471858202,6233.148044370812,0.0,1904.7015173898124,21395.569351259852,756.6206559626212,1631.673653708813,474.1655566368629,2215.3523035235694,40.62177011113997,1450.5408862154418,0,0,0
58,101,1,428,428,58,58,58,0,0,0,330,7930,3510,849.3215158873453,0.103790965591546,14.251460343825968,14.291664982258135,538.1237174028951,1.2124623830717849,6234.645518847614,0.0,1898.6765754742955,21286.7374919096,748.620988710042,1616.7622250407169,469.1142576288339,2195.4836360313643,40.124928939759485,1434.8679614214384,0,0,0
59,101,1,436,436,59,59,59,0,0,0,320,7920,3500,1138.3215158873452,0.1023419692264757,14.109059540920558,14.145794025481866,505.1840828499248,1.1178100385489274,6270.436067643746,0.0,1815.983020339536,20561.67906101482,699.6405904395833,1517.8898473840095,454.5861584530072,2050.361484921121,39.04713704316557,1338.0893257058483,0,0,0
60,101,1,444,444,60,60,60,0,0,0,310,7910,3490,333.3215158873453,0.1020899682389459,14.505712296418324,14.542935482486898,526.8165348981632,1.215748678950994,6241.085105009395,0.0,1877.9869942570915,21064.20030280901,732.8605548207022,1586.1970550862702,477.3067593237777,2151.272035869581,40.79842528231942,1403.4214387783952,0,0,0
61,101,1,451,451,61,61,61,0,0,0,300,7900,3480,931.3215158873452,0.1030979647384843,14.21105596376284,14.249662963773906,502.9456627082982,1.124816649545126,6266.207804961536,0.0,1813.1981019742784,20520.68096326933,696.7281831696118,1512.4737053339943,458.49715330378086,2043.068303432056,39.365570426568524,1332.510383362859,0,0,0
62,101,1,458,458,62,62,62,0,0,0,290,7890,3470,441.3215158873453,0.1024049638854227,14.452496771457136,14.490261141389205,496.6206452365094,1.075987953270921,6319.969741965208,0.0,1762.8604405622991,20273.90604882231,682.5727019016227,1479.3431894949215,448.30745296414784,1988.9363306817093,38.92434756196246,1305.401325656563,0,0,0
63,101,1,465,465,63,63,63,0,0,0,280,7880,3460,134.32151588734527,0.1015859662638864,14.603766828522742,14.64015035478833,513.7332676994059,1.1628168068044682,6277.949276884151,0.0,1827.5163397239623,20723.07019150549,711.0076204567707,1539.8194132771575,468.2729977106068,2080.576530906897,40.31408832882151,1360.9413477500068,0,0,0
64,101,1,473,473,64,64,64,0,0,0,270,7870,3450,-11.67848411265472,0.1021529703484735,14.676562833236035,14.71436192285351,522.3099478565453,1.2606287407082457,6210.666649316911,0.0,1893.366861485965,21047.73257554512,729.9304257953188,1584.0017501738405,493.6688632253003,2153.01872955215,41.9108813252989,1397.8413154855534,0,0,0
65,101,1,481,481,65,65,65,0,0,0,260,7860,3440,912.3215158873452,0.1030349700795373,14.220417954265274,14.25891593608318,491.22385888721067,1.0671208525672486,6304.650335100186,0.0,1763.0813575531652,20194.447702535264,676.5872541809106,1468.9889096640502,445.7891632476786,1977.415841702842,38.58207812285926,1294.2564863464213,0,0,0
66,101,1,489,489,66,66,66,0,0,0,250,7850,3430,-18.67848411265472,0.1030349700795373,14.680557032289,14.720300717708342,532.6972838727041,1.256161954511308,6224.94472500023,0.0,1898.6716832915645,21210.69270633756,742.6187534101928,1606.7051813478442,487.3837124394699,2183.791232668998,41.59469738227643,1423.8219451045914,0,0,0
67,101,1,496,496,67,67,67,0,0,0,240,7840,3420,872.3215158873453,0.10271996698248,14.240127407954605,14.278006752860328,525.0267514925326,1.237075926752439,6202.349950109459,0.0,1903.3636864517805,21115.86729562982,734.5924594122013,1593.7173663001151,481.2403951390537,2169.8051818093886,40.83095213242437,1408.4412464598254,0,0,0
68,101,1,504,504,68,68,68,0,0,0,230,7830,3410,343.3215158873453,0.1019009693609437,14.500784932995996,14.537588494430423,495.2582107256288,1.1750382328809514,6237.623597143489,0.0,1823.952173730983,20441.60952705257,689.4876480353207,1502.1467950990564,479.3836308177747,2033.8840129495056,40.83690095377469,1318.8376443513826,0,0,0
69,101,1,511,511,69,69,69,0,0,0,220,7820,3400,-76.67848411265471,0.1039169698106012,14.713651824442142,14.755440778895585,526.8557192715325,1.2184170705137871,6248.0017062984925,0.0,1867.881112089984,21034.2672620066,731.7751515203669,1582.6713167749615,479.2531466043213,2146.058662747625,41.15068509225093,1402.898558408981,0,0,0
70,101,1,518,518,70,70,70,0,0,0,210,7810,3390,790.3215158873453,0.1022159650074205,14.28053178801773,14.31744475200504,541.2448651516399,1.215909281073542,6243.933192771,0.0,1900.9517850448683,21336.731161407988,752.8836386306571,1624.565471157307,468.0225907907064,2208.925474702751,40.16562407828761,1445.8897597753382,0,0,0
71,101,1,525,525,71,71,71,0,0,0,200,7800,3380,2309.3215158873454,0.1055549650536737,13.532065284165418,13.573880154323051,512.9151037961016,1.0870980557460983,6257.768650901859,0.0,1831.080619952852,20717.396071316394,711.1187148348109,1539.997413647839,435.9903996461901,2086.049986048665,37.57962722957203,1363.6452409862718,0,0,0
72,101,1,532,532,72,72,72,0,0,0,190,7790,3370,650.3215158873453,0.1022159650074205,14.349514875930383,14.386606150521075,526.3684191347371,1.2097083319156952,6235.770595739696,0.0,1881.002237382512,21065.202150411445,733.1972911573021,1587.2108377716922,473.433244967671,2156.4418231033437,40.51874383100348,1406.3479306405654,0,0,0
73,101,1,539,539,73,73,73,0,0,0,180,7780,3360,391.3215158873453,0.1019009693609437,14.477133588568798,14.513877121962564,490.2996952715002,1.0762651285070657,6316.910364483218,0.0,1755.2868694228428,20157.426854146768,674.6335000732225,1464.483644254772,450.6301332340782,1971.0802954080564,39.11236541283639,1291.766035867336,0,0,0
74,101,1,546,546,74,74,74,0,0,0,170,7770,3350,1024.3215158873452,0.1020269661294183,14.165231483935148,14.201448350706286,546.650402743886,1.2117789360021138,6247.012155355708,0.0,1908.477364242544,21435.211247729865,760.2359313974681,1638.5625477852843,463.0996998850196,2230.0378085145235,39.80809968403229,1461.809327839371,0,0,0
75,101,1,553,553,75,75,75,0,0,0,160,7760,3340,385.3215158873453,0.1068149699913225,14.480090006622197,14.527657283629626,503.023327883472,1.129213160029428,6269.436194271952,0.0,1800.9094574496248,20484.68590979135,695.5421018772809,1508.4700917928672,461.1043133820916,2037.782793561507,39.83180128949492,1332.6794645330033,0,0,0
76,101,1,560,560,76,76,76,0,0,0,150,7750,3330,385.3215158873453,0.1068149699913225,14.480090006622197,14.527657283629626,503.023327883472,1.129324948526074,6269.436194271952,0.0,1800.9094574496248,20484.73984406177,695.5703164489072,1508.5196048151663,461.0564192269133,2038.063490351542,39.835184643373005,1332.9067413274322,0,0,0
77,101,1,567,567,77,77,77,0,0,0,140,7740,3320,162.32151588734527,0.103727970932599,14.589970210940212,14.63099092364432,547.5898768976949,1.2383562081838428,6250.259664502057,0.0,1902.984476749953,21433.46231744748,760.5575921735533,1638.4172007237264,473.77365540572407,2228.4848711927907,40.81897219484842,1462.842206144318,0,0,0
78,101,1,574,574,78,78,78,0,0,0,130,7730,3310,281.3215158873453,0.1027829690920076,14.531334586214456,14.570125533917505,485.8092797936004,1.0473146566801748,6342.966790113498,0.0,1728.909286843263,20007.68265718997,666.0554613506484,1444.9110412209425,443.6166101661176,1941.3195785767973,38.75190555246124,1276.073447809029,0,0,0
79,101,1,581,581,79,79,79,0,0,0,120,7720,3300,536.3215158873453,0.1034129678355417,14.405686818944975,14.445504926236095,540.369527255171,1.228553758056602,6238.330941945088,0.0,1900.7021639404172,21323.394782036736,752.1611311154534,1623.349505011823,472.4140736067929,2209.444798995748,40.59238387107338,1446.1063796920007,0,0,0
80,101,1,588,588,80,80,80,0,0,0,110,7710,3290,849.3215158873453,0.103790965591546,14.251460343825968,14.291664982258135,538.1237174028951,1.21551591744156,6234.645518847614,0.0,1898.6765754742955,21284.675783649363,749.3966678880684,1618.1284019881764,468.229624490466,2202.8219227439963,40.21955117641696,1440.8110305879427,0,0,0
81,101,1,596,596,81,81,81,0,0,0,100,7700,3280,679.3215158873453,0.1028459637509546,14.33522552200562,14.3736281618555,488.51530752688495,1.0711397379898708,6307.773381236752,0.0,1756.3767115154592,20133.275282801103,673.0320707264888,1461.849945175713,447.9950532421043,1970.414617845746,38.88403243940175,1290.2229390232808,0,0,0
