ESN,Cycles_Since_New,Snapshot,Cumulative_WWs,Cumulative_HPC_SVs,Cumulative_HPT_SVs,Sensed_Altitude,Sensed_Mach,Sensed_Pamb,Sensed_Pt2,Sensed_TAT,Sensed_WFuel,Sensed_VAFN,Sensed_VBV,Sensed_Fan_Speed,Sensed_Core_Speed,Sensed_T25,Sensed_T3,Sensed_Ps3,Sensed_T45,Sensed_P25,Sensed_T5,Cycles_to_WW,Cycles_to_HPC_SV,Cycles_to_HPT_SV,scaled_index
101,10,7,0,0,0,19997.857212709874,0.5451629673756568,4.386676087577743,5.959643676535071,397.10168267204625,0.4229554551479256,3558.5373463088563,0.0016490817038833996,1427.2412571031114,16116.607838984843,555.8146953636842,1170.39720951687,180.02127568286255,1559.5164030755964,16.9190459318201,977.6821663740682,900,8500,4080,12
101,10,8,0,0,0,20001.857212709874,0.5375273858822792,4.385815595829354,5.909004322178033,395.1749617365954,0.3969269289789648,3537.2669694403444,0.006077594883971478,1391.6633513950187,15971.941971685474,548.2346423083441,1151.4065653452496,171.24492843710908,1529.9180502865313,16.279971992666642,966.9226662041268,900,8500,4080,13
101,20,1,0,0,0,449.219860819088,0.09556958598785778,13.320147129793133,13.357217855594719,493.67255506017773,1.1262830833162647,5752.535851771083,0.0,1749.815140430136,19605.156447982943,685.5627352131444,1482.819423719121,441.7100034006367,2001.4951633431929,37.3648802609443,1304.255787972166,890,8490,4070,14
101,20,2,0,0,0,504.6044762037033,0.20609097358325457,13.292857116992522,13.70941785114637,497.6763995195542,1.1500632508894464,5376.042194162915,0.0,1756.4465140593627,19665.278115254896,691.8289255782771,1491.2374303938518,451.1168027716461,2008.3408579563643,38.49981379236537,1303.9806621506516,890,8490,4070,15
101,20,3,0,0,0,2542.2198608190884,0.3146351295385692,12.288849965498937,13.269056776581975,497.11412127969425,1.066880471238871,4955.822121256215,0.0,1735.6378411411565,19568.775027510972,689.8408893188426,1478.2061071190299,424.59372496797397,1980.3652858424284,36.994590643793806,1281.716202949599,890,8490,4070,16
101,20,4,0,0,0,18631.83524543447,0.5259419720124062,6.183866343080764,7.686219540475953,468.3087990097385,0.6154607154061733,4336.013159051629,0.0,1723.483071419139,19027.389146652687,661.1116201428949,1407.682636914064,251.62047475770294,1891.7994798153911,22.62268998935886,1188.2776802817766,890,8490,4070,17
101,20,6,0,0,0,21846.373706972932,0.5636353579068882,5.360517307120556,6.870427759975191,458.5640006721007,0.4916961898471999,4210.627254013493,0.0,1640.5101479197137,18604.83797293057,639.8854463535678,1351.7766269833837,208.19346655357754,1805.928650499871,19.36274981292505,1142.1783187293433,890,8490,4070,18
101,20,7,0,0,0,21841.219860819085,0.5701727999308257,5.3618238785284795,6.912787034442938,460.2666658239151,0.43841981052416185,4130.160637738505,0.0035798563220810617,1568.1910230965875,18380.78812350465,631.1691503902468,1321.879234884284,190.56250068432024,1752.1637068567188,18.293585944183565,1125.5697660893911,890,8490,4070,19
101,20,8,0,0,0,21847.06601466524,0.5954212953628725,5.360376599903017,7.062622840421045,462.13365386356907,0.4559471888709167,4092.1434194948924,0.005083641616735983,1585.2320487333802,18461.095364743167,636.1642778646573,1332.2786702926967,197.49345454517353,1765.10743250274,18.938374659410186,1126.8461161798248,890,8490,4070,20
101,30,1,0,0,0,503.6355889494822,0.10045294078495902,13.99032318888142,14.029174433134298,518.6173348250669,1.1870735139188104,6044.936167597587,0.0,1842.067775700397,20614.38210770684,720.6562731329645,1559.181980013783,465.24221980107603,2105.385839107003,39.32560006049159,1371.1503681161914,880,8480,4060,21
101,30,2,0,0,0,562.4885301259528,0.21302467089904034,13.961324205916458,14.382196387787245,521.4134326185591,1.2076639777296794,5665.781512739754,0.0,1845.6620342768997,20647.87449316103,725.1357782229052,1563.9575152116597,474.3024830574836,2106.809863375601,40.4413593107813,1367.231466076298,880,8480,4060,22
101,30,3,0,0,0,2623.8120595377177,0.3305604329496129,12.945635189874768,13.976399682638812,519.428600354835,1.1179062043319121,5211.982599212727,0.0,1818.3612367840922,20509.81944677984,720.725803078052,1545.2376114917893,446.8602147129304,2069.4748409775434,38.94136373889826,1338.879235560199,880,8480,4060,23
101,30,4,0,0,0,19581.459118361247,0.5687912328770439,6.504581167482726,8.183195618536159,488.6704282128715,0.6553952246414089,4527.388644962306,0.0,1810.368728440751,19945.452905041588,690.6891762163905,1471.7924162028917,269.16811492310535,1977.0055257817735,24.183718287386885,1237.846231741614,880,8480,4060,24
101,30,5,0,0,0,14500.660757943671,0.3377579845064263,2.2910666671392117,3.099850060879507,238.97633968822112,0.25981643787630415,2275.0906972299285,0.0,933.154570509082,10074.57891439546,342.72086673833945,732.715322676193,107.3432734540446,993.945192394502,9.61950772482713,610.2851291945176,880,8480,4060,25
101,30,6,0,0,0,26265.606177184774,0.6328548274988144,4.879750735659239,6.456781496426467,470.55318173168797,0.5093110164078247,4420.372229014182,0.0,1780.375362210646,19560.273278379605,668.092679660771,1422.1856060652399,212.31901586854977,1918.6845092331544,19.293441938877375,1190.748173168722,880,8480,4060,26
101,30,7,0,0,0,26263.017941890655,0.6546546565751326,4.880384471918643,6.580245686830044,472.3203020081148,0.4391997647789392,4297.471561619297,0.0013687685937368763,1676.1823269155498,19231.8945538601,656.4468704481905,1378.3047463948092,190.58501403914005,1835.8255149542342,18.195409946267837,1158.90445127215,880,8480,4060,27
101,30,8,0,0,0,26265.253236008306,0.6757874798740917,4.879831100679496,6.704579826851043,474.1619898383258,0.4685371766685702,4303.0356090844325,0.0019437453240461113,1713.287815926911,19374.14287532994,663.8799047340683,1396.8965450347084,201.1863319233173,1863.5105909752087,19.02925067467116,1166.386408151714,880,8480,4060,28
101,40,1,0,0,0,18.947116832431334,0.1019317752021473,14.509258081441853,14.548651287215439,513.108043223418,1.1530910307365574,6204.848489475442,0.0,1814.332691217998,20589.99157816803,708.2319216926636,1532.6563196826926,466.42800349113986,2058.8164914349377,39.80788621278384,1345.6916580734635,870,8470,4050,29
101,40,2,0,0,0,74.18307188861104,0.21633906660780367,14.479491069908859,14.912780475982553,516.4950860976678,1.173796162964852,5796.707288679613,0.0,1819.0104144285613,20638.446438263207,713.5227255635916,1539.2217114606776,475.3409192809239,2062.936516268301,40.91643655081576,1343.8297201586556,870,8470,4050,30
101,40,3,0,0,0,2536.3740831245664,0.3440110428781043,13.255357312230235,14.361783305708979,515.967553452695,1.0881505420763096,5279.147616543191,0.0,1801.9994010853056,20548.97393036325,712.313957314308,1527.28964765858,446.68990179107203,2036.5885194433097,39.26309866182587,1320.4507763920037,870,8470,4050,31
101,40,4,0,0,0,20257.4414988549,0.5984206196129043,6.54623902423934,8.358400621217013,491.388422873918,0.6669499890177559,4581.802273711386,0.0,1837.180259916299,20199.963183890733,695.4107782214273,1483.3682993904756,276.10929118885093,1991.414081349418,24.80415060292818,1242.0105775375473,870,8470,4050,32
101,40,6,0,0,0,27341.94711683243,0.6180277637382962,4.829261072917677,6.262661304528112,466.3107133149259,0.4947073654083572,4549.666261806015,0.0,1795.8603050177353,19677.539499519757,662.7660246416132,1416.4374473698813,208.37802542577643,1915.339559521229,18.80700417292947,1187.3902509404372,870,8470,4050,33
101,40,7,0,0,0,27334.778577506586,0.629898661626094,4.830845540640218,6.328912834291744,467.3601405927068,0.3801871572952963,4358.366313306804,0.012068364163337167,1613.6318194793632,19070.052031065312,638.7415560310596,1337.6043504733996,169.9999896745601,1778.9698561741902,16.536309585143684,1142.054470910114,870,8470,4050,34
101,40,8,0,0,0,27343.048240427936,0.6336503608004821,4.829023300915335,6.3531967238285745,468.50298205078207,0.42870586890124346,4437.850153508369,0.0009840429527838237,1693.53676260973,19368.681935016357,652.2483678744386,1375.724980390868,187.16233999246373,1839.2545805554776,17.704749059086065,1160.770353486209,870,8470,4050,35
101,50,1,0,0,0,132.8952432869704,0.10257464111876612,14.546654782228199,14.58599413495028,532.4579113277815,1.1992984472974313,6231.97612082763,0.0,1867.707507549992,21083.43805988446,736.748457742437,1591.166148765375,473.2044502176341,2144.041259549904,40.28314296406373,1402.0924874869854,860,8460,4040,36
101,50,2,0,0,0,179.9510372783867,0.2145683601230206,14.522494552939516,14.942345119010117,535.8021269605797,1.2216928394545803,5841.789112479731,0.0,1873.0681609486173,21132.01923583666,742.0770556217916,1597.8456998774864,482.4870228098291,2148.4633854734448,41.40653110312876,1400.190972441335,860,8460,4040,37
101,50,3,0,0,0,2190.2471746174424,0.3337313721031797,13.527776372493905,14.568370397544252,537.1574375521053,1.131040336576358,5367.585660338459,0.0,1845.5771314100143,21040.45304391052,741.3718691088577,1585.526062645653,453.4596638136278,2119.173385197334,39.831909494972834,1379.4482433857968,860,8460,4040,38
101,50,4,0,0,0,20408.783655304134,0.6149968952759348,6.589861969341737,8.497280720741976,502.600012910632,0.6741130184503428,4586.185485665253,0.0,1856.3403920251774,20467.8260979118,710.5925202735301,1510.7133637559832,277.58602105855954,2025.7333799956962,25.12052879606511,1265.3610727593286,860,8460,4040,39
101,50,6,0,0,0,25768.684942857784,0.6495076620195251,5.246298881455651,6.968729361167629,484.8330432735478,0.550547184350526,4541.04897808468,0.0,1832.6959906201835,20111.644268372762,688.4945088360047,1464.7817511774824,229.4667865508888,1972.5616803344606,20.874341526985177,1223.2302786184162,860,8460,4040,40
101,50,7,0,0,0,26223.28580122688,0.6557162534704742,5.142301187000488,6.863651693163568,483.0163394541125,0.49633743908887273,4466.64483239219,0.004609804337068704,1760.0767411813192,19836.488122811832,676.435631291615,1429.0538094073008,210.85244940222364,1913.881870112244,19.642744405837583,1201.0018801330823,860,8460,4040,41
101,50,8,0,0,0,26501.466058737613,0.6572271797969312,5.081865179749453,6.792840242602215,481.948261859891,0.48059672420758975,4461.9889559264475,0.00037587906780154647,1751.7492947076153,19804.331140317852,674.9042847526691,1424.153156294876,206.15946934932762,1904.1481424679762,19.350875542219327,1194.725353168058,860,8460,4040,42
101,60,1,0,0,0,706.693119959661,0.10215828988483325,14.299655171253951,14.336872378164665,532.033523214424,1.2069471172835806,6225.3629779453095,0.0,1889.3779638041053,21165.452696426248,739.0147024970585,1598.8094465704276,473.93830235199016,2159.017774488537,40.118300846174144,1406.6457712081292,850,8450,4030,43
101,60,2,0,0,0,754.9504970088414,0.2217181415156226,14.275504922279625,14.717345676599335,536.8080201884468,1.2327004282250402,5819.709802656165,0.0,1896.8716847691403,21238.516952939714,746.3407993227771,1608.9850944836983,483.8951377222252,2167.9253553297362,41.32805489932881,1407.6200446474486,850,8450,4030,44
101,60,3,0,0,0,2684.7193494678577,0.3450287535599961,13.323044027254923,14.418597323576058,544.0821065185866,1.1531794768486245,5341.664512648935,0.0,1878.6774330156852,21257.100353946753,753.7804682984705,1611.8536093863493,456.48765739705857,2159.4037333816864,39.958147116102595,1401.315198285025,850,8450,4030,45
101,60,4,0,0,0,20409.734103566214,0.6145927339361302,6.621259774586514,8.52294721995571,506.0949194801236,0.6765186449286559,4599.110018707175,0.0,1863.7584669419036,20561.061371146763,715.3802654897892,1519.9978170617596,277.89363565076553,2038.4190029112594,25.174569300809505,1274.4290735421102,850,8450,4030,46
101,60,6,0,0,0,24670.834103566216,0.6572104087676144,5.5343675093160405,7.383364886963453,492.592442187208,0.5375596485441702,4489.486056465795,0.0,1790.3767749509504,20110.145388084406,691.4628917404185,1460.621479300695,227.68803085364928,1952.1462274604544,21.20781371989216,1222.9080588059905,850,8450,4030,47
101,60,7,0,0,0,24847.56689045146,0.6587642023855509,5.4938429968675795,7.336849286211944,491.79969128720785,0.5071547424770189,4449.934413238817,0.0032609309111850497,1750.2442281220683,19961.812822945918,684.7899786903649,1441.218912535039,217.3271914870346,1920.2017266303983,20.513172212486648,1211.2183789516305,850,8450,4030,48
101,60,8,0,0,0,24950.732464221954,0.6584068666773705,5.471559226533181,7.304821748874345,490.67548151978747,0.49561214570333906,4443.083310855418,0.0023920507434177676,1739.3226577839014,19913.55293348848,682.1725982694365,1434.5765637266284,213.79029150033404,1909.1607596675178,20.27491518739895,1205.6516522179527,850,8450,4030,49
101,70,1,0,0,0,893.7277015380106,0.10343989150650229,14.221144702977874,14.260655975745138,533.5744214956734,1.215222471508464,6217.198739552031,0.0,1901.4900829362616,21232.55862471354,742.370763479675,1606.6696590653073,475.1302201099234,2172.0499003659033,40.133485230970265,1413.342618909365,840,8440,4020,50
101,70,2,0,0,0,944.2981461216048,0.22452699378311541,14.196084683000969,14.647161321477757,537.1959662428092,1.2395277698826754,5810.520358683115,0.0,1906.7644656543923,21281.671025098887,748.1004484131804,1613.595783023153,485.2868493958487,2176.124524035987,41.365650179998006,1410.7794016579908,840,8440,4020,51
101,70,3,0,0,0,2937.2493045436463,0.3477476105002658,13.213476498801468,14.316223904391924,542.6213908703301,1.1360739425852586,5337.226473953518,0.0,1873.029576911334,21226.990449921326,751.3099845947316,1606.3931766423127,451.3851268323408,2151.0267409665994,39.58275553156649,1396.2369082452083,840,8440,4020,52
101,70,4,0,0,0,20513.9268248943,0.6202787882112152,6.606345703633196,8.538139695774936,507.2150685240533,0.6768692227226051,4595.466005931115,0.0,1866.1970765991136,20590.3945659226,717.0370607894328,1522.7019190126257,277.9959288966681,2041.637087432161,25.223882722232307,1276.0928307126426,840,8440,4020,53
101,70,5,0,0,0,23811.257212709876,0.5226089870251625,3.533575983271901,4.6928165377078415,375.62309994803945,0.3818572634685371,3658.7752955199658,0.0,1466.5231318331953,15930.189705880097,537.0321576358979,1147.8988699848335,159.68054545041508,1558.0759152924466,14.393777999239871,960.009338944486,840,8440,4020,54
101,70,6,0,0,0,28585.143481124735,0.6573491887902342,4.6996475070937045,6.264966504876467,474.08580370299944,0.4792425044226401,4534.943502472149,0.0,1802.4814769686602,19872.873863816098,672.4427054576269,1429.8603150267413,202.74287803679553,1929.4186724023866,18.610393284503015,1196.615722524117,840,8440,4020,55
101,70,7,0,0,0,28642.760888764056,0.6873005160344261,4.685955207853935,6.395312074331189,472.6067645672088,0.4350725622533054,4416.549374720702,0.0012455653449110083,1720.1564097231765,19575.298951675097,660.3626268380883,1390.5840458513421,189.74866640620215,1858.6456029310386,18.02634816845025,1164.9015793581373,840,8440,4020,56
101,70,8,0,0,0,28692.055190579962,0.6768459742425448,4.675656866832249,6.327759043160613,470.05890433306394,0.42568642692477854,4425.989059500334,0.0009136825006166804,1709.8684382462866,19507.03554429846,655.9872895098928,1381.7372423041054,186.52935583966155,1846.9950031254173,17.743288566202356,1159.5393151209573,840,8440,4020,57
101,80,1,0,0,0,866.2831706312134,0.10365686721464698,14.23988079863716,14.279820594934227,536.3860408748317,1.2099440790320413,6227.9814417045745,0.0,1899.7512397691437,21269.72461392885,745.3041440738454,1611.3791285356062,472.5755736091568,2177.5646009696793,40.015756365458294,1419.3478224949288,830,8430,4010,58
101,80,2,0,0,0,918.9731969407086,0.22914306826290073,14.213864221226737,14.686493607509398,540.8878244390701,1.2400733978935943,5797.750031848013,0.0,1908.8509329769133,21342.311881043537,752.6077230181514,1621.4893128456968,484.23539376842507,2186.3317419489035,41.36880089496876,1419.144867739026,830,8430,4010,59
101,80,3,0,0,0,2918.752914711577,0.3516674008895747,13.22826756739718,14.358800246921074,539.997758255763,1.1201173810307041,5323.388623975286,0.0,1858.9583011588368,21149.41252004668,746.392602850714,1595.2394872468224,448.2115351288692,2133.1302483765226,39.4456839999323,1386.044444233559,830,8430,4010,60
101,80,4,0,0,0,20774.36305582614,0.6160262120644769,6.543471593628106,8.426537444399058,499.43402993084965,0.6699743990564901,4609.803408107113,0.0,1859.1715382705881,20461.85913119325,706.7976025933369,1505.0669116517047,276.8453263065593,2020.0391286629765,24.99055262620567,1259.9498069802175,830,8430,4010,61
101,80,5,0,0,0,27004.52755312678,0.6073234167600375,4.178975718822193,5.570752401039261,427.2657495775454,0.39220232446764774,4139.280274822464,0.0015313032600789537,1595.5393853092842,17973.19176957983,599.7175961461396,1270.8625400318333,170.85437635525284,1707.7799742740822,15.96570061364477,1067.1877066269717,830,8430,4010,62
101,80,6,0,0,0,28845.445811147834,0.6604781455977082,4.626348512731398,6.180858514425639,465.2455956754325,0.48014953946977557,4547.272040801284,0.0,1802.1661177239755,19745.411370519632,662.0037653576047,1412.6479687060614,204.41087973497216,1908.363707625823,18.607492523330492,1177.8861810688109,830,8430,4010,63
101,80,7,0,0,0,28859.41926247527,0.6989012995617575,4.622863754919102,6.380565217992345,467.8045574567806,0.43303716039917955,4407.444059393354,0.00047576365841255205,1717.3843514741257,19499.067846989834,654.677360405182,1379.9133621826713,190.3747667451734,1843.1089282605608,18.084149841177382,1151.1827265579689,830,8430,4010,64
101,80,8,0,0,0,28885.664419136352,0.695336294706741,4.617319151831441,6.35497375838115,467.4939666343622,0.4293092011679142,4409.898755382936,0.0003489956836844866,1713.937548889253,19484.191675011574,653.8480675006512,1377.989242162476,188.96434052259332,1840.5368452721018,17.96725094081991,1150.5578638668524,830,8430,4010,65
101,90,1,0,0,0,1517.714689510962,0.10370081172880241,13.92088807177571,13.95999070972651,528.2644693218418,1.1900195137678344,6213.186015689302,0.0,1897.6359266561167,21148.153893095827,735.827179852392,1594.523839304053,467.4295576162827,2156.5314815803818,39.43153257308906,1400.752066672923,820,8420,4000,66
101,90,2,0,0,0,1566.8880861855464,0.23028328051122793,13.89663781653656,14.363610857317823,532.4338877098363,1.2198184502177483,5787.461018715127,0.0,1906.3291132010277,21214.97683580374,742.6997646807182,1603.8436634926816,479.2032976686517,2164.173291228769,40.78624320009642,1399.7533468798724,820,8420,4000,67
101,90,3,0,0,0,3698.445184669011,0.3573307869872407,12.846253357488816,13.982216624571326,533.8898670678125,1.1207800015341407,5304.928501595887,0.0,1875.1350560360129,21110.53988798823,741.8627452097585,1589.8208158952928,447.8331190352459,2130.87189329565,39.12540403065396,1376.1588849950267,820,8420,4000,68
101,90,4,0,0,0,20590.163255197054,0.6142071851258677,6.592969669380507,8.477043467528869,498.52968034942484,0.6741466360849517,4613.907712706953,0.0,1858.4478135397114,20449.078654566794,705.564889223997,1503.1382737704164,278.81002974242364,2017.5409878331836,25.146213222229104,1258.2257325304142,820,8420,4000,69
101,90,5,0,0,0,28237.2238242436,0.6455122367039706,4.42811899908977,5.938447428050126,449.33228656309944,0.44859079831716936,4389.538332363231,0.0005854983053243058,1725.815687882068,19056.326953089247,636.9632923070089,1356.7246748985067,192.57479238213972,1829.764511055464,17.657101778619914,1132.3784700114215,820,8420,4000,70
101,90,6,0,0,0,28943.018362085415,0.6670075466224252,4.598753532020751,6.177373345517834,463.98622626926016,0.48350592193670094,4544.396102818099,0.0,1806.1869874477827,19740.566832566663,661.1286045543678,1411.7953840302987,205.85562385321734,1907.730873853613,18.70096682024802,1175.1510661903822,820,8420,4000,71
101,90,7,0,0,0,28943.411473724373,0.7137672718601978,4.598496464058414,6.435303018420881,473.6783957540452,0.4624991469247998,4432.029037726531,0.00018172554867740547,1765.623675609405,19738.097536020327,668.1376082745344,1410.9493438800178,199.69670388035223,1889.6111939374296,18.767431755182585,1171.8152115793355,820,8420,4000,72
101,90,8,0,0,0,28958.380503506938,0.7128338730553077,4.595304623019955,6.426549539508226,472.9992652118516,0.45180658885605546,4418.366597588414,0.000133304490543106,1749.7969026898716,19678.244567034493,665.278813782385,1403.0408169176217,196.2528666687835,1876.5317267339565,18.547445634536967,1166.541022279297,820,8420,4000,73
101,100,1,0,0,0,896.3475367019494,0.1034450441341486,14.227818842327055,14.267214888395504,531.2861037130574,1.2092797481910686,6223.461556345055,0.0,1896.0107120510881,21187.824568395037,739.0043853050508,1599.8885078694973,474.4517787194318,2162.463202019622,40.10953129854873,1407.0588249543775,810,8410,3990,74
101,100,2,0,0,0,957.1564141141,0.22079008590221494,14.197848178191114,14.63160036091186,535.1980670576978,1.2350598002747282,5829.113503831041,0.0,1903.4459250161497,21248.52266244414,745.3237712204543,1608.3728341967383,484.6687055543732,2169.3133975303467,41.31503605333106,1406.2602558140522,810,8410,3990,75
101,100,3,0,0,0,2909.1393502204614,0.34403637649240587,13.236001323338433,14.312950901382822,537.5529881048126,1.1363609740307394,5356.521035500853,0.0,1869.6466477680008,21151.08306179006,745.0130031544965,1595.2623469629175,453.4917553090836,2136.8817117532235,39.69176991597829,1385.1025479271436,810,8410,3990,76
101,100,4,0,0,0,20452.439486312862,0.6183404744826806,6.629333789965979,8.55193797570086,502.62153852957744,0.6804483982804759,4606.435566206803,0.0,1864.1105689524227,20524.523640877196,711.2258130574412,1513.1976515803206,280.36524460567915,2030.41217621835,25.348655838357644,1267.1155895501283,810,8410,3990,77
101,100,5,0,0,0,28709.41902694479,0.6642485384692357,4.5232963972400615,6.100940901513706,464.3124022390185,0.4745764789938599,4478.854146304763,0.00022367350989917304,1787.2194225734395,19602.775718856865,660.5082889398425,1406.9807252037372,201.09691124156032,1900.2001335992231,18.366064746641758,1173.2756151447275,810,8410,3990,78
101,100,6,0,0,0,28981.52382870739,0.6728111282382538,4.587944689376327,6.193373248762991,469.9522133355904,0.48769775658590153,4537.331858873427,0.0,1817.6307243558404,19863.61243632513,669.7551864325624,1427.9425052143754,206.10684089654492,1929.7623110824936,18.763656558640264,1189.5181390098255,810,8410,3990,79
101,100,7,0,0,0,28980.4379160159,0.7222100530079574,4.588114995926479,6.471135933905572,477.8052550477291,0.46759866037624337,4426.468916834873,6.941298306950763e-05,1775.575823181602,19829.492017107612,674.4529386117881,1422.7902726372517,200.9901393905645,1905.2141803668299,18.919026584342458,1180.7981664675212,810,8410,3990,80
101,100,8,0,0,0,28987.391644598796,0.7210747774887059,4.58662732336025,6.462765835944404,474.9896821788404,0.46454397747940623,4426.264079572641,5.0917784607071155e-05,1768.890268509077,19767.51410612485,670.2532446842305,1414.6305528493076,200.49714535127404,1893.858658536763,18.871337845415354,1173.548626581294,810,8410,3990,81
101,110,1,0,0,0,930.9413583196559,0.10311372954043499,14.211063729680395,14.249705938814076,533.271046118121,1.216451591760759,6220.104979359041,0.0,1903.1998314785742,21238.228705013644,742.2850744178184,1606.807263935296,475.4107676548439,2173.2839928009857,40.159090636458146,1413.7621633185552,800,8400,3980,82
101,110,2,0,0,0,984.4519481230548,0.21852677274497975,14.18469409210278,14.60800805624545,536.8774111110181,1.2381555923008372,5836.98349452743,0.0,1907.817142068516,21286.073381554917,747.8514375781087,1613.5665753073167,484.4937799612331,2177.3560975757514,41.28651670852033,1411.7532165005696,800,8400,3980,83
101,110,3,0,0,0,5284.356553254678,0.35838748553212424,12.141235514927464,13.217921733776967,536.1073053059816,1.0610242703724668,5301.386443253714,0.0,1877.2801750991378,21145.96849164575,744.9973446289237,1594.9968356960183,422.3019033364629,2140.2939260507524,36.97222500586328,1383.4404437916724,800,8400,3980,84
101,110,4,0,0,0,20490.6846838778,0.591846273599336,6.61967999625196,8.366077989531156,501.3348210909901,0.6697034375622369,4657.677353934286,0.0,1862.9092496363712,20508.600233581197,709.1682423056374,1511.2761066872401,275.29314211890517,2031.6586308386597,24.776568077233833,1270.8565475092364,800,8400,3980,85
101,110,6,0,0,0,25283.083404304325,0.6549758148813923,5.442259237049966,7.226084258223259,485.880163775293,0.5147757450025338,4494.956620667323,0.0009841266478677353,1771.7402197611482,19962.877372937706,680.9119226086962,1439.5367365889929,220.28964272819059,1924.9183457981005,20.576246013036524,1206.8485177801626,800,8400,3980,86
101,110,7,0,0,0,25284.522724530914,0.673260463463955,5.441843805673082,7.327732043344682,489.11161593291325,0.48985957280318165,4431.586597038486,0.002939126636028749,1733.9623152508927,19879.4116335502,679.6192987418209,1428.195162622239,212.47507769264632,1899.4811512051401,20.242541930735776,1198.6416473255529,800,8400,3980,87
